pkoakwood,color
6988,African American
6989,White
6990,White
6991,White
6992,White
6993,White
6994,Mexican
6995,White
6996,White
6997,Mexican
6998,White
6999,White
7000,African American
7001,White
7002,White
7003,White
7004,White
7005,White
7006,Mexican
7007,White
7008,White
7009,White
7010,White
7011,White
7012,White
7013,White
7014,White
7015,White
7016,White
7017,African American
7018,Mexican
7019,White
7020,B
7021,White
7022,White
7023,African American
7024,White
7025,African American
7026,African American
7027,White
7028,White
7029,African American
7030,White
7031,White
7032,African American
7033,African American
7034,White
7035,White
7036,African American
7037,White
7038,White
7039,White
7040,African American
7041,White
7042,White
7043,African American
7044,White
7045,White
7046,White
7047,White
7048,Mexican
7049,White
7050,African American
7051,Mexican
7052,African American
7053,African American
7054,White
7055,White
7056,White
7057,White
7058,Mexican
7059,African American
7060,African American
7061,Mexican
7062,White
7063,African American
7064,White
7065,White
7066,White
7067,White
7068,White
7069,African American
7070,White
7071,African American
7072,African American
7073,White
7074,White
7075,African American
7076,White
7077,White
7078,White
7079,African American
7080,White
7081,White
7082,White
7083,White
7084,African American
7085,African American
7086,African American
7087,African American
7088,White
7089,Mexican
7090,African American
7091,African American
7092,White
7093,African American
7094,White
7095,White
7096,White
7097,White
7098,White
7099,White
7100,White
7101,White
7102,White
7103,White
7104,White
7105,White
7106,African American
7107,White
7108,Mexican
7109,White
7110,White
7111,White
7112,White
7113,Mexican
7114,White
7115,African American
7116,White
7117,White
7118,White
7119,White
7120,African American
7121,White
7122,African American
7123,White
7124,White
7125,African American
7126,White
7127,White
7128,Mexican
7129,White
7130,Mexican
7131,White
7132,Mexican
7133,African American
7134,White
7135,African American
7136,White
7137,White
7138,African American
7139,White
7140,White
7141,Mexican
7142,White
7143,White
7144,African American
7145,White
7146,White
7147,White
7148,White
7149,White
7150,African American
7151,White
7152,White
7153,African American
7154,White
7155,African American
7156,African American
7157,White
7158,African American
7159,White
7160,African American
7161,White
7162,White
7163,White
7164,African American
7165,African American
7166,White
7167,White
7168,White
7169,White
7170,African American
7171,White
7172,White
7173,White
7174,White
7175,African American
7176,African American
7177,White
7178,African American
7179,African American
7180,African American
7181,White
7182,African American
7183,White
7184,White
7185,White
7186,White
7187,White
7188,White
7189,White
7190,White
7191,White
7192,African American
7193,White
7194,White
7195,White
7196,African American
7197,White
7198,African American
7199,White
7200,African American
7201,African American
7202,African American
7203,African American
7204,White
7205,White
7206,White
7207,White
7208,White
7209,White
7210,African American
7211,Mexican
7212,White
7213,African American
7214,White
7215,White
7216,African American
7217,White
7218,African American
7219,White
7220,African American
7221,White
7222,African American
7223,Mexican
7224,White
7225,White
7226,African American
7227,African American
7228,White
7229,White
7230,Mexican
7231,African American
7232,White
7233,White
7234,White
7235,African American
7236,African American
7237,White
7238,African American
7239,White
7240,White
7241,African American
7242,Mexican
7243,White
7244,White
7245,White
7246,African American
7247,White
7248,Mexican
7249,African American
7250,Mexican
7251,White
7252,African American
7253,African American
7254,African American
7255,White
7256,Mexican
7257,African American
7258,African American
7259,African American
7260,White
7261,White
7262,African American
7263,African American
7264,White
7265,White
7266,Mexican
7267,White
7268,White
7269,Mexican
7270,White
7271,African American
7272,White
7273,White
7274,White
7275,White
7276,White
7277,White
7278,White
7279,White
7280,African American
7281,White
7282,White
7283,Mexican
7284,African American
7285,White
7286,African American
7287,Mexican
7288,African American
7289,Mexican
7290,African American
7291,African American
7292,White
7293,African American
7294,White
7295,African American
7296,White
7297,White
7298,White
7299,African American
7300,White
7301,White
7302,White
7303,White
7304,White
7305,African American
7306,African American
7307,African American
7308,White
7309,White
7310,White
7311,White
7312,White
7313,Mexican
7314,White
7315,White
7316,White
7317,White
7318,White
7319,White
7320,White
7321,White
7322,White
7323,White
7324,White
7325,African American
7326,White
7327,African American
7328,White
7329,White
7330,White
7331,African American
7332,White
7333,White
7334,African American
7335,African American
7336,White
7337,African American
7338,w
7339,White
7340,White
7341,White
7342,White
7343,White
7344,White
7345,White
7346,White
7347,White
7348,White
7349,White
7350,White
7351,White
7352,White
7353,White
7354,White
7355,White
7356,White
7357,White
7358,White
7359,White
7360,White
7361,White
7362,African American
7363,White
7364,African American
7365,White
7366,African American
7367,White
7368,White
7369,White
7370,African American
7371,African American
7372,White
7373,African American
7374,White
7375,African American
7376,White
7377,African American
7378,White
7379,White
7380,White
7381,White
7382,White
7383,African American
7384,White
7385,White
7386,White
7387,White
7388,White
7389,African American
7390,White
7391,White
7392,White
7393,White
7394,White
7395,White
7396,African American
7397,White
7398,White
7399,White
7400,African American
7401,White
7402,White
7403,White
7404,White
7405,White
7406,White
7407,African American
7408,White
7409,White
7410,White
7411,Mexican
7412,Mexican
7413,White
7414,White
7415,White
7416,White
7417,White
7418,African American
7419,White
7420,White
7421,White
7422,White
7423,African American
7424,African American
7425,African American
7426,African American
7427,White
7428,White
7429,White
7430,African American
7431,White
7432,White
7433,African American
7434,White
7435,White
7436,White
7437,White
7438,African American
7439,White
7440,White
7441,White
7442,White
7443,White
7444,White
7445,African American
7446,White
7447,African American
7448,White
7449,White
7450,White
7451,African American
7452,White
7453,White
7454,White
7455,White
7456,White
7457,White
7458,White
7459,White
7460,White
7461,White
7462,White
7463,White
7464,White
7465,African American
7466,White
7467,White
7468,White
7469,White
7470,White
7471,White
7472,White
7473,White
7474,White
7475,White
7476,African American
7477,White
7478,White
7479,White
7480,White
7481,White
7482,White
7483,White
7484,White
7485,White
7486,White
7487,White
7488,White
7489,White
7490,African American
7491,White
7492,White
7493,White
7494,White
7495,White
7496,African American
7497,White
7498,White
7499,White
7500,White
7501,White
7502,White
7503,White
7504,White
7505,White
7506,White
7507,White
7508,White
7509,White
7510,African American
7511,African American
7512,White
7513,White
7514,White
7515,White
7516,White
7517,African American
7518,White
7519,White
7520,White
7521,White
7522,White
7523,White
7524,White
7525,White
7526,White
7527,White
7528,White
7529,White
7530,White
7531,White
7532,White
7533,White
7534,White
7535,White
7536,White
7537,White
7538,African American
7539,White
7540,White
7541,White
7542,White
7543,White
7544,African American
7545,White
7546,White
7547,White
7548,African American
7549,White
7550,White
7551,White
7552,White
7553,White
7554,White
7555,White
7556,White
7557,White
7558,White
7559,African American
7560,White
7561,White
7562,White
7563,White
7564,White
7565,White
7566,White
7567,White
7568,African American
7569,White
7570,White
7571,White
7572,White
7573,White
7574,White
7575,White
7576,White
7577,African American
7578,White
7579,White
7580,White
7581,White
7582,White
7583,White
7584,White
7585,White
7586,African American
7587,White
7588,African American
7589,White
7590,White
7591,White
7592,White
7593,White
7594,White
7595,African American
7596,White
7597,White
7598,African American
7599,White
7600,African American
7601,White
7602,White
7603,White
7604,White
7605,White
7606,White
7607,White
7608,White
7609,White
7610,African American
7611,African American
7612,White
7613,White
7614,White
7615,White
7616,White
7617,White
7618,White
7619,White
7620,White
7621,White
7622,White
7623,White
7624,White
7625,White
7626,White
7627,White
7628,White
7629,White
7630,White
7631,White
7632,White
7633,White
7634,White
7635,White
7636,White
7637,White
7638,White
7639,White
7640,White
7641,White
7642,African American
7643,White
7644,White
7645,White
7646,African American
7647,White
7648,White
7649,African American
7650,White
7651,White
7652,White
7653,White
7654,White
7655,White
7656,White
7657,White
7658,White
7659,White
7660,White
7661,White
7662,White
7663,White
7664,White
7665,White
7666,White
7667,White
7668,White
7669,White
7670,White
7671,White
7672,White
7673,White
7674,White
7675,African American
7676,African American
7677,White
7678,White
7679,White
7680,White
7681,African American
7682,White
7683,White
7684,White
7685,White
7686,White
7687,White
7688,White
7689,White
7690,White
7691,White
7692,White
7693,White
7694,White
7695,White
7696,White
7697,White
7698,White
7699,White
7700,White
7701,White
7702,White
7703,White
7704,White
7705,White
7706,White
7707,White
7708,African American
7709,White
7710,White
7711,White
7712,White
7713,White
7714,White
7715,White
7716,White
7717,White
7718,African American
7719,African American
7720,African American
7721,White
7722,African American
7723,White
7724,White
7725,White
7726,White
7727,White
7728,White
7729,White
7730,White
7731,African American
7732,White
7733,White
7734,Mexican
7735,Mexican
7736,White
7737,White
7738,White
7739,White
7740,White
7741,White
7742,White
7743,African American
7744,White
7745,White
7746,White
7747,White
7748,African American
7749,African American
7750,White
7751,White
7752,White
7753,White
7754,White
7755,White
7756,White
7757,White
7758,White
7759,White
7760,White
7761,White
7762,White
7763,African American
7764,White
7765,White
7766,African American
7767,White
7768,White
7769,White
7770,White
7771,Mexican
7772,African American
7773,White
7774,White
7775,White
7776,White
7777,White
7778,African American
7779,White
7780,White
7781,White
7782,White
7783,White
7784,White
7785,African American
7786,White
7787,White
7788,White
7789,White
7790,White
7791,White
7792,White
7793,White
7794,White
7795,Mexican
7796,White
7797,African American
7798,African American
7799,African American
7800,White
7801,White
7802,White
7803,White
7804,White
7805,White
7806,White
7807,White
7808,White
7809,White
7810,White
7811,White
7812,White
7813,African American
7814,White
7815,African American
7816,White
7817,White
7818,White
7819,African American
7820,African American
7821,African American
7822,White
7823,White
7824,White
7825,White
7826,White
7827,White
7828,White
7829,White
7830,White
7831,White
7832,White
7833,White
7834,White
7835,White
7836,White
7837,White
7838,White
7839,White
7840,White
7841,White
7842,White
7843,White
7844,White
7845,African American
7846,White
7847,White
7848,African American
7849,White
7850,White
7851,White
7852,White
7853,White
7854,White
7855,White
7856,White
7857,African American
7858,White
7859,White
7860,White
7861,White
7862,African American
7863,White
7864,White
7865,White
7866,White
7867,White
7868,African American
7869,White
7870,White
7871,White
7872,White
7873,White
7874,White
7875,African American
7876,White
7877,White
7878,White
7879,African American
7880,White
7881,White
7882,White
7883,White
7884,White
7885,African American
7886,White
7887,White
7888,White
7889,White
7890,White
7891,African American
7892,White
7893,White
7894,White
7895,White
7896,White
7897,White
7898,White
7899,White
7900,White
7901,White
7902,White
7903,White
7904,White
7905,White
7906,White
7907,White
7908,White
7909,White
7910,White
7911,African American
7912,White
7913,White
7914,White
7915,White
7916,African American
7917,White
7918,White
7919,White
7920,White
7921,African American
7922,White
7923,White
7924,White
7925,White
7926,White
7927,White
7928,White
7929,White
7930,White
7931,White
7932,White
7933,White
7934,White
7935,African American
7936,White
7937,African American
7938,White
7939,White
7940,White
7941,White
7942,White
7943,White
7944,White
7945,White
7946,White
7947,White
7948,White
7949,White
7950,White
7951,F
7952,White
7953,White
7954,White
7955,White
7956,White
7957,White
7958,White
7959,White
7960,White
7961,White
7962,White
7963,White
7964,African American
7965,African American
7966,White
7967,Mexican
7968,White
7969,White
7970,African American
7971,White
7972,White
7973,White
7974,White
7975,White
7976,White
7977,White
7978,White
7979,White
7980,White
7981,White
7982,White
7983,African American
7984,White
7985,White
7986,African American
7987,African American
7988,White
7989,White
7990,White
7991,White
7992,White
7993,African American
7994,White
7995,White
7996,White
7997,White
7998,White
7999,White
8000,White
8001,White
8002,White
8003,White
8004,White
8005,White
8006,White
8007,White
8008,White
8009,White
8010,White
8011,White
8012,White
8013,White
8014,White
8015,White
8016,White
8017,White
8018,White
8019,White
8020,White
8021,White
8022,White
8023,White
8024,White
8025,White
8026,White
8027,African American
8028,White
8029,White
8030,White
8031,White
8032,White
8033,White
8034,White
8035,White
8036,White
8037,White
8038,White
8039,White
8040,African American
8041,African American
8042,White
8043,White
8044,White
8045,White
8046,Mexican
8047,White
8048,White
8049,White
8050,White
8051,White
8052,White
8053,White
8054,White
8055,White
8056,White
8057,African American
8058,White
8059,White
8060,White
8061,White
8062,White
8063,White
8064,White
8065,White
8066,White
8067,White
8068,White
8069,White
8070,African American
8071,White
8072,White
8073,White
8074,White
8075,White
8076,White
8077,White
8078,White
8079,
8080,White
8081,White
8082,White
8083,White
8084,White
8085,White
8086,White
8087,White
8088,African American
8089,White
8090,White
8091,White
8092,White
8093,White
8094,White
8095,White
8096,White
8097,White
8098,White
8099,White
8100,White
8101,White
8102,White
8103,African American
8104,White
8105,White
8106,African American
8107,African American
8108,White
8109,White
8110,White
8111,White
8112,White
8113,African American
8114,White
8115,White
8116,African American
8117,White
8118,White
8119,African American
8120,White
8121,White
8122,White
8123,White
8124,White
8125,African American
8126,White
8127,White
8128,White
8129,White
8130,White
8131,White
8132,White
8133,White
8134,White
8135,White
8136,White
8137,White
8138,White
8139,White
8140,White
8141,African American
8142,White
8143,White
8144,White
8145,White
8146,White
8147,African American
8148,White
8149,White
8150,Mexican
8151,White
8152,White
8153,White
8154,White
8155,White
8156,White
8157,African American
8158,White
8159,White
8160,African American
8161,White
8162,White
8163,White
8164,White
8165,African American
8166,White
8167,White
8168,White
8169,White
8170,White
8171,White
8172,White
8173,White
8174,White
8175,White
8176,White
8177,White
8178,African American
8179,White
8180,White
8181,White
8182,White
8183,White
8184,White
8185,White
8186,African American
8187,White
8188,White
8189,White
8190,White
8191,White
8192,White
8193,Mexican
8194,White
8195,White
8196,White
8197,Mexican
8198,White
8199,White
8200,White
8201,White
8202,White
8203,White
8204,White
8205,African American
8206,White
8207,White
8208,White
8209,African American
8210,White
8211,w
8212,White
8213,White
8214,White
8215,Mexican
8216,White
8217,White
8218,White
8219,Mexican
8220,African American
8221,White
8222,African American
8223,White
8224,White
8225,African American
8226,Mexican
8227,White
8228,African American
8229,White
8230,White
8231,White
8232,African American
8233,White
8234,White
8235,White
8236,White
8237,White
8238,White
8239,White
8240,White
8241,White
8242,White
8243,White
8244,White
8245,White
8246,White
8247,White
8248,White
8249,White
8250,White
8251,White
8252,White
8253,African American
8254,Mexican
8255,White
8256,White
8257,Mexican
8258,White
8259,White
8260,White
8261,White
8262,White
8263,White
8264,White
8265,White
8266,White
8267,White
8268,White
8269,White
8270,White
8271,White
8272,White
8273,African American
8274,African American
8275,African American
8276,African American
8277,White
8278,White
8279,White
8280,White
8281,White
8282,White
8283,African American
8284,White
8285,Mexican
8286,White
8287,Mexican
8288,White
8289,Mexican
8290,White
8291,White
8292,African American
8293,White
8294,White
8295,White
8296,White
8297,White
8298,White
8299,Mexican
8300,African American
8301,White
8302,White
8303,White
8304,White
8305,White
8306,White
8307,White
8308,White
8309,White
8310,White
8311,White
8312,White
8313,White
8314,White
8315,African American
8316,White
8317,White
8318,White
8319,Mexican
8320,White
8321,White
8322,White
8323,White
8324,White
8325,White
8326,White
8327,White
8328,White
8329,African American
8330,White
8331,White
8332,White
8333,African American
8334,White
8335,African American
8336,White
8337,White
8338,White
8339,White
8340,African American
8341,White
8342,African American
8343,White
8344,White
8345,White
8346,White
8347,White
8348,White
8349,White
8350,Mexican
8351,White
8352,White
8353,White
8354,White
8355,White
8356,White
8357,African American
8358,White
8359,White
8360,White
8361,White
8362,White
8363,Mexican
8364,White
8365,White
8366,White
8367,White
8368,White
8369,White
8370,White
8371,White
8372,White
8373,White
8374,White
8375,White
8376,White
8377,White
8378,White
8379,White
8380,White
8381,White
8382,African American
8383,White
8384,White
8385,White
8386,African American
8387,White
8388,White
8389,White
8390,African American
8391,White
8392,White
8393,Mexican
8394,White
8395,White
8396,E
8397,White
8398,White
8399,African American
8400,White
8401,White
8402,Mexican
8403,White
8404,White
8405,White
8406,White
8407,White
8408,Mexican
8409,White
8410,White
8411,White
8412,White
8413,White
8414,White
8415,White
8416,African American
8417,White
8418,White
8419,White
8420,White
8421,White
8422,White
8423,White
8424,African American
8425,White
8426,White
8427,White
8428,White
8429,White
8430,White
8431,White
8432,African American
8433,White
8434,White
8435,White
8436,White
8437,White
8438,White
8439,White
8440,African American
8441,White
8442,White
8443,White
8444,White
8445,White
8446,Mexican
8447,White
8448,White
8449,White
8450,White
8451,White
8452,African American
8453,White
8454,White
8455,White
8456,White
8457,White
8458,White
8459,White
8460,White
8461,White
8462,White
8463,White
8464,F
8465,Mexican
8466,White
8467,White
8468,White
8469,White
8470,White
8471,African American
8472,White
8473,White
8474,White
8475,Mexican
8476,White
8477,White
8478,White
8479,White
8480,White
8481,White
8482,White
8483,White
8484,White
8485,African American
8486,White
8487,White
8488,White
8489,White
8490,White
8491,White
8492,White
8493,White
8494,African American
8495,African American
8496,White
8497,White
8498,White
8499,White
8500,White
8501,White
8502,White
8503,White
8504,White
8505,White
8506,African American
8507,African American
8508,African American
8509,White
8510,White
8511,White
8512,White
8513,White
8514,White
8515,White
8516,White
8517,African American
8518,White
8519,White
8520,White
8521,White
8522,White
8523,E
8524,White
8525,White
8526,White
8527,White
8528,African American
8529,White
8530,White
8531,White
8532,White
8533,White
8534,African American
8535,White
8536,White
8537,White
8538,White
8539,White
8540,African American
8541,White
8542,White
8543,White
8544,White
8545,White
8546,White
8547,Mexican
8548,Mexican
8549,African American
8550,African American
8551,White
8552,White
8553,White
8554,White
8555,White
8556,White
8557,White
8558,White
8559,Mexican
8560,White
8561,White
8562,White
8563,Mexican
8564,White
8565,White
8566,African American
8567,White
8568,White
8569,Mexican
8570,White
8571,White
8572,White
8573,White
8574,White
8575,White
8576,White
8577,White
8578,Mexican
8579,White
8580,White
8581,White
8582,White
8583,White
8584,White
8585,Mexican
8586,White
8587,White
8588,White
8589,White
8590,White
8591,African American
8592,White
8593,White
8594,w
8595,White
8596,White
8597,Mexican
8598,White
8599,White
8600,Mexican
8601,Mexican
8602,Mexican
8603,White
8604,White
8605,White
8606,White
8607,White
8608,White
8609,White
8610,African American
8611,African American
8612,White
8613,Mexican
8614,Mexican
8615,White
8616,White
8617,White
8618,White
8619,White
8620,White
8621,White
8622,White
8623,White
8624,White
8625,White
8626,White
8627,White
8628,White
8629,Mexican
8630,White
8631,White
8632,White
8633,White
8634,White
8635,White
8636,White
8637,White
8638,White
8639,White
8640,African American
8641,Mexican
8642,White
8643,White
8644,White
8645,White
8646,White
8647,White
8648,White
8649,White
8650,White
8651,White
8652,White
8653,Mexican
8654,White
8655,White
8656,White
8657,White
8658,White
8659,White
8660,White
8661,White
8662,White
8663,White
8664,White
8665,White
8666,White
8667,African American
8668,Mexican
8669,White
8670,White
8671,White
8672,White
8673,White
8674,White
8675,White
8676,White
8677,White
8678,African American
8679,White
8680,White
8681,White
8682,White
8683,White
8684,White
8685,White
8686,White
8687,White
8688,White
8689,White
8690,White
8691,White
8692,White
8693,White
8694,White
8695,White
8696,White
8697,White
8698,White
8699,African American
8700,White
8701,White
8702,White
8703,African American
8704,African American
8705,White
8706,White
8707,White
8708,White
8709,White
8710,White
8711,Mexican
8712,White
8713,White
8714,White
8715,White
8716,White
8717,White
8718,White
8719,Mexican
8720,White
8721,White
8722,White
8723,White
8724,White
8725,White
8726,White
8727,White
8728,White
8729,White
8730,White
8731,White
8732,White
8733,African American
8734,White
8735,African American
8736,African American
8737,White
8738,White
8739,White
8740,White
8741,White
8742,White
8743,White
8744,White
8745,White
8746,White
8747,White
8748,White
8749,White
8750,White
8751,White
8752,White
8753,White
8754,White
8755,White
8756,African American
8757,White
8758,African American
8759,White
8760,White
8761,White
8762,White
8763,White
8764,White
8765,White
8766,White
8767,White
8768,White
8769,White
8770,White
8771,African American
8772,White
8773,White
8774,White
8775,Mexican
8776,White
8777,White
8778,White
8779,Mexican
8780,White
8781,White
8782,White
8783,White
8784,Mexican
8785,White
8786,White
8787,African American
8788,White
8789,White
8790,African American
8791,White
8792,White
8793,Mexican
8794,African American
8795,White
8796,White
8797,White
8798,White
8799,White
8800,White
8801,African American
8802,White
8803,White
8804,White
8805,African American
8806,White
8807,Mexican
8808,White
8809,White
8810,w
8811,Mexican
8812,White
8813,White
8814,White
8815,White
8816,White
8817,White
8818,White
8819,White
8820,White
8821,White
8822,White
8823,White
8824,White
8825,White
8826,White
8827,White
8828,White
8829,White
8830,Mexican
8831,White
8832,White
8833,Mexican
8834,White
8835,African American
8836,White
8837,White
8838,White
8839,White
8840,White
8841,White
8842,White
8843,White
8844,White
8845,White
8846,African American
8847,African American
8848,Mexican
8849,White
8850,White
8851,White
8852,White
8853,White
8854,White
8855,White
8856,White
8857,White
8858,White
8859,White
8860,African American
8861,White
8862,White
8863,White
8864,Mexican
8865,White
8866,White
8867,White
8868,White
8869,White
8870,White
8871,White
8872,White
8873,White
8874,White
8875,White
8876,White
8877,African American
8878,White
8879,African American
8880,African American
8881,African American
8882,White
8883,Mexican
8884,Mexican
8885,African American
8886,White
8887,White
8888,White
8889,White
8890,White
8891,African American
8892,White
8893,White
8894,White
8895,White
8897,White
8898,White
8899,Mexican
8900,Mexican
8901,White
8902,White
8903,Mexican
8904,White
8905,White
8906,White
8907,White
8908,White
8909,African American
8910,Mexican
8911,African American
8912,White
8913,White
8914,White
8915,Mexican
8916,White
8917,White
8918,African American
8919,African American
8920,White
8921,White
8922,African American
8923,White
8924,White
8925,White
8926,White
8927,White
8928,White
8929,White
8930,White
8931,White
8932,White
8933,White
8934,Mexican
8935,White
8936,White
8937,White
8938,White
8939,White
8940,White
8941,White
8942,White
8943,White
8944,White
8945,White
8946,White
8947,White
8948,White
8949,White
8950,Mexican
8951,White
8952,White
8953,White
8954,White
8955,White
8956,White
8957,White
8958,White
8959,White
8960,White
8961,White
8962,White
8963,White
8964,White
8965,White
8966,White
8967,White
8968,Mexican
8969,White
8970,White
8971,Mexican
8972,White
8973,White
8974,White
8975,White
8976,White
8977,White
8978,White
8979,African American
8980,White
8981,White
8982,White
8983,White
8984,White
8985,White
8986,White
8987,White
8988,White
8989,Mexican
8990,Mexican
8991,White
8992,White
8993,White
8994,White
8995,White
8996,White
8997,White
8998,Mexican
8999,African American
9000,White
9001,White
9002,African American
9003,Mexican
9004,White
9005,White
9006,White
9007,White
9008,White
9009,White
9010,African American
9011,
9012,Mexican
9013,African American
9014,White
9015,White
9016,White
9017,White
9018,White
9019,White
9020,White
9021,Mexican
9022,m
9023,Mexican
9024,Mexican
9025,African American
9026,White
9027,Mexican
9028,White
9029,African American
9030,White
9031,White
9032,Mexican
9033,African American
9034,White
9035,White
9036,White
9037,White
9038,African American
9039,Mexican
9040,Mexican
9041,Mexican
9042,White
9043,White
9044,White
9045,White
9046,White
9047,White
9048,African American
9049,African American
9050,White
9051,White
9052,African American
9053,White
9054,Mexican
9055,White
9056,White
9057,White
9058,White
9059,White
9060,Mexican
9061,White
9062,Mexican
9063,White
9064,White
9065,White
9066,White
9067,White
9068,White
9069,Mexican
9070,Mexican
9071,White
9072,White
9073,White
9074,White
9075,African American
9076,White
9077,Mexican
9078,White
9079,Mexican
9080,White
9081,White
9082,White
9083,African American
9084,Mexican
9085,African American
9086,White
9087,White
9088,White
9089,White
9090,White
9091,White
9092,White
9093,African American
9094,White
9095,White
9096,White
9097,African American
9098,White
9099,White
9100,White
9101,White
9102,White
9103,White
9104,White
9105,White
9106,White
9107,White
9108,White
9109,White
9110,White
9111,White
9112,White
9113,White
9114,White
9115,White
9116,White
9117,White
9118,White
9119,White
9120,White
9121,White
9122,White
9123,White
9124,White
9125,White
9126,White
9127,White
9128,White
9129,White
9130,White
9131,White
9132,White
9133,White
9134,White
9135,White
9136,White
9137,White
9138,White
9139,White
9140,White
9141,White
9142,White
9143,White
9144,Mexican
9145,White
9146,Mexican
9147,Mexican
9148,White
9149,White
9150,White
9151,White
9152,White
9153,White
9154,White
9155,White
9156,White
9157,White
9158,White
9159,White
9160,White
9161,White
9162,White
9163,White
9164,White
9165,White
9166,White
9167,White
9168,White
9169,White
9170,White
9171,White
9172,White
9173,White
9174,Mexican
9175,White
9176,White
9177,White
9178,White
9179,White
9180,White
9181,White
9182,White
9183,White
9184,White
9185,White
9186,White
9187,White
9188,Mexican
9189,White
9190,White
9191,White
9192,Mexican
9193,African American
9194,White
9195,White
9196,White
9197,White
9198,White
9199,White
9200,White
9201,White
9202,White
9203,White
9204,White
9205,African American
9206,White
9207,White
9208,White
9209,White
9210,White
9211,White
9212,White
9213,African American
9214,White
9215,White
9216,African American
9217,White
9218,Mexican
9219,White
9220,White
9221,White
9222,White
9223,Mexican
9224,White
9225,White
9226,White
9227,White
9228,White
9229,Mexican
9230,Mexican
9231,White
9232,White
9233,White
9234,White
9235,White
9236,White
9237,White
9238,White
9239,White
9240,White
9241,White
9242,Mexican
9243,White
9244,White
9245,White
9246,White
9247,White
9248,White
9249,White
9250,White
9251,White
9252,White
9253,Mexican
9254,Mexican
9255,White
9256,White
9257,White
9258,White
9259,Mexican
9260,White
9261,White
9262,White
9263,White
9264,African American
9265,White
9266,White
9267,Mexican
9268,Mexican
9269,White
9270,White
9271,White
9272,White
9273,White
9274,White
9275,White
9276,White
9277,White
9278,White
9279,White
9280,White
9281,White
9282,White
9283,White
9284,White
9285,White
9286,Mexican
9287,White
9288,White
9289,White
9290,White
9291,White
9292,White
9293,White
9294,White
9295,Mexican
9296,White
9297,White
9298,African American
9299,White
9300,White
9301,White
9302,White
9303,Mexican
9304,Mexican
9305,White
9306,White
9307,White
9308,White
9309,White
9310,White
9311,White
9312,White
9313,White
9314,White
9315,White
9316,White
9317,White
9318,White
9319,White
9320,White
9321,White
9322,White
9323,White
9324,White
9325,White
9326,White
9327,White
9328,White
9329,White
9330,Mexican
9331,Mexican
9332,White
9333,White
9334,African American
9335,White
9336,Mexican
9337,White
9338,White
9339,White
9340,White
9341,White
9342,White
9343,White
9344,White
9345,African American
9346,White
9347,White
9348,Mexican
9349,Mexican
9350,White
9351,African American
9352,Mexican
9353,White
9354,White
9355,White
9356,White
9357,White
9358,African American
9359,Mexican
9360,White
9361,White
9362,White
9363,Mexican
9364,Mexican
9365,White
9366,White
9367,White
9368,African American
9369,White
9370,White
9371,White
9372,White
9373,White
9374,White
9375,White
9376,White
9377,White
9378,White
9379,White
9380,White
9381,Mexican
9382,White
9383,White
9384,White
9385,White
9386,White
9387,White
9388,White
9389,White
9390,African American
9391,White
9392,White
9393,White
9394,White
9395,White
9396,White
9397,Mexican
9398,White
9399,White
9400,Mexican
9401,White
9402,White
9403,White
9404,White
9405,White
9406,White
9407,White
9408,White
9409,White
9410,White
9411,White
9412,African American
9413,Mexican
9414,African American
9415,African American
9416,African American
9417,White
9418,White
9419,White
9420,African American
9421,White
9422,White
9423,African American
9424,African American
9425,White
9426,White
9427,White
9428,White
9429,White
9430,African American
9431,White
9432,White
9433,White
9434,African American
9435,White
9436,White
9437,White
9438,White
9439,White
9440,White
9441,White
9442,Mexican
9443,African American
9444,White
9445,White
9446,Mexican
9447,White
9448,White
9449,White
9450,White
9451,White
9452,Mexican
9453,White
9454,White
9455,Mexican
9456,White
9457,African American
9458,White
9459,White
9460,Mexican
9461,White
9462,African American
9463,White
9464,White
9465,White
9466,White
9467,White
9468,African American
9469,White
9470,White
9471,White
9472,White
9473,White
9474,White
9475,White
9476,White
9477,White
9478,White
9479,White
9480,White
9481,White
9482,White
9483,White
9484,White
9485,White
9486,White
9487,White
9488,White
9489,White
9490,White
9491,White
9492,White
9493,Mexican
9494,Mexican
9495,Mexican
9496,White
9497,White
9498,African American
9499,White
9500,Mexican
9501,White
9502,White
9503,White
9504,White
9505,African American
9506,White
9507,White
9508,White
9509,White
9510,White
9511,White
9512,African American
9513,White
9514,African American
9515,African American
9516,White
9517,White
9518,White
9519,White
9520,White
9521,White
9522,White
9523,White
9524,White
9525,White
9526,White
9527,African American
9528,White
9529,White
9530,White
9531,White
9532,White
9533,White
9534,White
9535,White
9536,White
9537,White
9538,White
9539,White
9540,White
9541,Mexican
9542,White
9543,White
9544,White
9545,White
9546,White
9547,Mexican
9548,Mexican
9549,White
9550,White
9551,White
9552,White
9553,White
9554,African American
9555,White
9556,Mexican
9557,White
9558,White
9559,White
9560,White
9561,White
9562,White
9563,White
9564,White
9565,Mexican
9566,White
9567,White
9568,White
9569,White
9570,White
9571,White
9572,African American
9573,White
9574,White
9575,White
9576,White
9577,African American
9578,White
9579,White
9580,White
9581,White
9582,White
9583,White
9584,White
9585,White
9586,Mexican
9587,White
9588,White
9589,White
9590,White
9591,White
9592,White
9593,White
9594,White
9595,White
9596,White
9597,African American
9598,White
9599,White
9600,White
9601,White
9602,White
9603,White
9604,White
9605,African American
9606,White
9607,White
9608,Mexican
9609,White
9610,Mexican
9611,White
9612,White
9613,White
9614,White
9615,White
9616,White
