pkoakwood,firstname
14725,Mrs G W
14726,Lucia
14727,Thos J
14728,Wm Thos
14729,Mrs Matilda
14730,Elias
14731,Eugenio
14732,Steve
14733,Maureen E
14734,Mary Jane
14735,Mrs Agusta
14736,Guadalupe
14737,Mrs Mary
14738,Carry
14739,K
14740,Eric
14741,C Ann
14742,Frank
14743,Elnora
14744,R P
14745,Lottie Jo
14746,Letitia
14747,Julia
14748,Geo R
14749,Dago
14750,Mrs Emma L
14751,Julia
14752,Infant
14753,Anna Louise
14754,Filip V
14755,Mrs C
14756,Albert
14757,Mrs Olivia F
14758,Otto
14759,Josephine H
14760,Mrs. Cecil
14761,Inft
14762,Mrs Clandino
14763,Jessalyn
14764,Mrs Barbara
14765,Mrs Johannas
14766,Ralph
14767,Arthur Edward
14768,David
14769,Henry
14770,Mrs Jennie
14771,Margaret
14772,H
14773,E W
14774,Mrs Bertha
14775,Mrs Bettie
14776,James Ledbetter
14777,Sohpia
14778,Henry G
14779,Harry
14780,Mrs Lois Young
14781,Rosa
14782,Mrs Tennie
14783,Iva Lee
14784,Mrs Joe
14785,Susanna
14786,Inft
14787,Mrs P C
14788,Antonio
14789,Katherine
14790,Louise W
14791,Miss Doratha
14792,Emilia
14793,Amigo
14794,Conrad
14795,Mrs Susan Jane
14796,Cecil
14797,Infant
14798,Chas E
14799,Mamie
14800,John Henry
14801,Martha E
14802,Cora
14803,Walter
14804,Mrs Fannie
14805,Gretchen Louise
14806,W H
14807,Wm S
14808,Sophia
14809,Peter Fisher
14810,Mrs R T
14811,Geo W
14812,Fred
14813,W C
14814,Geo M
14815,Joe F
14816,Rev B
14817,Geo F
14820,Mrs Mary E
14821,Mrs Lee
14822,Inft of W E
14827,Marian
14829,Mrs Mary E
14831,Samuel L
14832,Waverly V
14834,Mrs E K
14838,J F
14839,Perez
14845,Myrtly A
14847,Joseph W
14848,Howard
14849,Mrs
14850,W D
14851,Vida Agnes
14852,Mrs H
14853,Jnelyr Wm
14854,Henry Aug
14855,Maurice A
14856,Malinda
14857,Mrs B
14858,Robert L
14859,Clara M
14860,Minnie
14861,Vera M
14862,Jane
14863,Irene
14864,Infant
14865,O
14866,Gertrude K
14867,John
14868,J E
14869,Fr. T
14870,Selma
14871,J W
14872,Arthur
14873,E L
14874,Ms A
14875,Virginia
14876,Geo H
14877,Ysidro
14878,Raymond P
14879,Geo
14880,Ida A
14881,Charlie
14882,Earl
14883,C A
14884,William M
14885,Oliver H
14886,Thelma
14887,Miss Annie
14888,Garver
14889,M D
14890,Katie R
14891,Infant
14892,Elena H
14893,Hubert D
14894,Loraine
14895,Alen H
14896,Mamie
14897,William
14898,Mrs. A H
14899,Nancy
14900,Rev B
14901,Mrs. Bessie Smith
14902,Delcy B
14903,Bradford
14904,Mrs J T
14905,Emma S
14906,Emma Lee
14907,Charles F
14908,O M
14909,Chas T
14910,J H
14911,Hannah
14912,Ambrossa
14913,Ms Alice B
14914,James M
14915,Mrs. Amanda
14916,Infant
14917,Ben F.
14918,Louise M
14919,Mrs Mary Ann L
14920,Leline C Todd
14921,O Robert
14922,Willie J
14923,Sam Albert
14924,Delina F
14925,D M
14926,Sarah
14927,Bernice
14928,Manuel
14929,Albino
14930,Mrs Monroe
14931,P J
14932,Thos H
14933,James H
14934,Delia
14935,Mrs L B
14936,Mrs Martha H
14937,J N
14938,Mary M
14939,Alfred
14940,Mrs Artie
14941,Concepción
14942,Mrs. Helena E
14943,Mary Sophie
14944,Infant
14945,Infant of Mr. & Mrs. James
14946,Oscar
14947,John E
14948,Letha A
14949,P R
14950,Albert D
14951,Daniel
14952,Eugene A
14953,W. H.
14954,Gertrude
14955,Pearl
14956,Felicana
14957,Alice Bassett
14958,Sara
14959,Bonnie
14960,John
14961,Infant
14962,Agnes
14963,Willie
14964,John H
14965,Friedrick
14966,Miss Blanche
14967,W L
14968,Edward Taylor
14969,Miss Marie
14970,Miss Marie
14971,Sotero
14972,Manuela
14973,M A
14974,Lilian
14975,Gaech
14976,Anna C
14977,S E
14978,Infant of G W
14979,Infant
14980,Henry
14981,Hamilton S
14982,Carl
14983,Silas H
14984,John Henry
14985,V S
14986,B H
14987,Mrs. Nellie
14988,Infant
14989,Ben F
14990,Nellie D
14991,Wm H
14992,James C
14993,Lee Gilmore
14994,Infant
14995,Unknown
14996,Anna
14997,Rowe
14998,Emilio
14999,Thomas T
15000,Teofilo
15001,Joseph R
15002,Sarah Jane
15003,Removed body of Infant
15004,Annie
15005,Christine
15006,Martha Jane
15007,Joel
15008,Robert Lee
15009,Moritz
15010,Clarence Jr.
15011,Al
15012,Louise Caronlina
15013,Mrs. Francis
15014,Mrs. Adla
15015,John
15016,Thusnelly
15017,Dr. L L
15018,Maurice B
15019,Mrs. Mamie
15020,Mrs. Rosa
15021,Charles
15022,Frank
15023,E H
15024,Thomas C
15025,Dollie
15026,Alejandra
15027,Mrs. Mary
15028,Alice
15029,Mary Ann
15030,P
15031,Mrs. A F
15032,Margaret
15033,A D
15034,J M
15035,G W
15036,Emily
15037,Ernest Henry
15038,Mrs. Naomi
15039,Peter
15040,E A
15041,Albert
15042,Infant
15043,W B
15044,Infant
15045,T J
15046,John
15047,Hiram
15048,John Smith
15049,Anastacio E
15050,William R
15051,Rafael
15052,F G
15053,Eleanor
15054,Geo W
15055,John D & Sallie L
15056,Theodore
15057,H A
15058,Mary S
15059,Amantha
15060,Mrs. Flora
15061,Cain Robert
15062,Francis Anita
15063,Rosa
15064,Ben J
15065,Frank
15066,Wm
15067,H W
15068,Mrs. Clara Sopia
15069,Manuel
15070,Miles P
15071,Eleanor
15072,Joseph William
15073,Edgar
15074,Annie Maria
15075,William R
15076,Loise Mabelle
15077,Bessie Ruth
15078,Ms. Annie A
15079,Stevene
15080,Hardy
15081,A L
15082,May Belle
15083,Hubert Hardin Jr.
15084,Lupta
15085,R T
15086,Filemeno
15087,Melguides
15088,Lucy
15089,Ms. E J
15090,Dr. John F
15091,Infant of J H
15092,Infant of J H
15093,Elentin
15094,Zara Elizabeth
15095,Eliza Jane
15096,Charles
15097,William Hill
15098,Dora Celeste
15099,"Lewis M., Sr."
15100,Charles
15101,Joe
15102,Maria Torrez
15103,Rosa Maria
15104,Myrtle
15105,Maggie
15106,Howard
15107,J N
15108,Clemens A
15109,Elvira
15110,Maximo
15111,Infant
15112,Geo W
15113,Louis
15114,Byron
15115,JD
15116,Armanda R
15117,Removed body of W M & Infant
15118,Removed body of Emilie
15119,S M
15120,Dr. W H
15121,Ed A
15122,Willie
15123,John T
15124,Mary Ann
15125,J
15126,H D
15127,M L
15128,Dolores G
15129,Gregoria
15130,G M
15131,Thomas
15132,Frankie
15133,Francisco
15134,Mattie Ann
15135,Mary Lou
15136,Roland M
15137,James
15138,Georgia
15139,Martin
15140,Mary Elizabeth
15141,Catherine
15142,Myrtle
15143,F C
15144,Betty
15145,Mrs A B
15146,Kate
15147,Baby
15148,Giacomo
15149,Removed body of S M
15150,Removed body of Mike
15151,Infant
15152,W A
15153,Helena Jennie
15154,Infant
15155,Chas W
15156,John H
15157,Felicitas
15158,Ruby
15159,W B
15160,John
15161,Mary Jane
15162,Mrs. Geo
15163,Wm J
15164,John A
15165,Lewis
15166,N
15167,Mary Rebecca
15168,Mogene
15169,Annie May
15170,P
15171,George
15172,Mrs. G H
15173,Mrs. Amely
15174,Miss Victoria
15175,Dave
15176,Hettie Ann
15177,Eliza Ann
15178,Katie Hill
15179,Georgie Anis
15180,Ms. Bertha
15181,John
15182,F W
15183,Charles
15184,Mrs Eliza
15185,Laura
15186,Lewis Edward
15187,Arthur
15188,H O
15189,Ms. Ann N
15190,Grace
15191,Infant of James
15192,Infant of Mr. & Mrs. G W
15193,Joseph W
15194,Marie
15195,Valentina
15196,Alosya
15197,Emily Harris
15198,Infant of Mr. & Mrs. Ernest
15199,Mrs. E. Julia
15200,John F
15201,Removed body of Olivia
15202,J D
15203,John
15204,Josephine
15205,Benjamine L
15206,Eli Shorter
15207,Margaret
15208,Mrs. Margaret
15209,Santos
15210,Fermin
15211,Infant of Mr. & Mrs. J A
15212,Infant of Mr. & Mrs. L J
15213,Hannah R
15214,Infant of Martina L
15215,Infant of Marita
15216,Mrs. Martha F
15217,George
15218,Alice Carmin
15219,Matio
15220,Jessie
15221,Ella Gertrude
15222,W S
15223,Maggie
15224,Eugene M
15225,Wesley H
15226,Mrs. C A
15227,W M
15228,Ralph
15229,Lydia
15230,Dr. H C
15231,Infant
15232,Mary
15233,Ida Annie
15234,Inft of Mr-Mrs Dan
15235,Geo M
15236,Marion
15237,Mrs. Maria E
15238,Mrs. Johanna
15239,Mary
15240,Herbert Hall
15241,Robert C
15242,Joseph
15243,E A
15244,J A
15245,Louise M
15246,John Franklin
15247,Mrs. Emma
15248,Rachel C
15249,Addie
15250,Pearl Camelia
15251,William
15252,Lus
15253,Junito
15254,Mrs. Anna
15255,Bessie Stein
15256,Dorothy
15257,Robert Edward
15258,Mrs. Edna
15259,H C
15260,Anna
15261,Removed body of Bertha
15262,Mrs. Bertha
15263,Geo Earl
15264,Ruth Minna
15265,Dr. Joseph C
15266,S S
15267,Mrs. Lottie
15268,Mrs. E O
15269,C D
15270,F L
15271,Inft of Mr-Mrs T.B.
15272,Corrie Kieth
15273,Mary Pearl
15274,Inft of Mr-Mrs A.J.
15275,Alfred Bassett
15276,Joy
15277,Mrs. Delia
15278,Dorothea
15279,J D
15280,Edwardo
15281,Mrs. Lorena May
15282,Margurita
15283,Bessie M
15284,Cavitt E
15285,Carl Alfred
15286,John Jay
15287,Frederick E
15288,Jim
15289,Anna
15290,Louis
15291,R L
15292,N
15293,Lewis
15294,Rosa
15295,William N
15296,S
15297,Alice Virginia
15298,Ida Christine
15299,Maria
15300,Joseph
15301,Edwin W
15302,Alice May
15303,Mrs. Ellanora
15304,Gorbien
15305,Margrita
15306,Mary Josephine
15307,Mary Y
15308,May Duffau
15310,Josie B
15311,Stanley P
15312,Joy Cowden
15313,Robert J
15315,W R
15316,Valenine
15317,M F
15318,James L
15319,Inft of Mr.-Mrs. H E
15320,Martha
15321,Mrs. Johanna
15322,John T
15323,Rebecca C
15324,Benjamin Eric
15325,Georgie May
15326,Jennie V
15327,Fredrick W
15329,Miss Hilda
15330,Alva Ray
15331,Mary
15332,Mrs. Louise
15333,Lucy Gray
15334,Lucy Gray
15335,A
15336,Inft of Mr.-Mrs. E C
15337,D
15338,John
15339,Camila Sanchez
15340,Inft of Mr.-Mrs. Jas R
15341,D C
15342,Marie
15343,Agnes Mercer
15344,William M
15345,A M
15346,Walter E
15347,F E
15348,E. T. Jr.
15349,W S
15350,George C
15351,Removed body of Unknown
15352,Removed body of Grace
15353,Mrs. Mary
15354,Robert
15355,John S
15356,Mrs.
15357,A E
15358,Gulian
15359,J F
15360,Amberim
15361,Inf
15362,Annie
15363,Lory
15364,Wm.
15365,Edward Everett
15366,John J
15367,Winnie
15368,Jos. Warren
15369,Salom
15370,Martha D
15371,Florence Anderson
15372,Buford
15373,Inf. of Mr & Mrs. L. N.
15374,Helda
15375,Mrs. Amelia
15376,Inf. F J
15377,Albert
15379,John
15380,Parfilo
15381,J A
15382,W F
15383,Ada May
15384,W R
15385,J W
15386,Inf. Of C. E.
15387,Inf of Basilio
15388,R M
15389,M B
15390,Raymond Paul
15391,R A
15392,W R
15393,Perta
15394,Inft of Frank
15395,Inft of Mr. D. M.
15396,Sarah
15397,Daniel
15398,Oscar
15399,Francisco
15400,Inf W.P.
15401,Guadalupa
15402,Lenord
15403,J. J.
15404,Louis C
15405,Texas
15406,Mary Cain
15407,Seth Steven
15408,Brandt
15409,G. Washington
15410,Mr.
15411,Disintercy remains C. G.
15412,Disintercy remains Mrs. A. O.
15413,Disintercy remains Mrs. J. J.
15414,Disintercy remains Geo
15415,Disintercy remains Alice May
15416,Inf.
15417,John
15418,Juan
15419,John
15420,J W
15421,Felipe
15422,Winifred C
15423,William W
15424,Maria
15425,Mrs. Mary E
15426,Jennie
15427,Jessie May
15428,Thorea
15429,J W
15430,Otto M
15431,Max
15432,Elesnia
15433,Inf. Of Mr. & Mrs. Leo
15434,Mary S
15435,James Wm.
15436,E. B.
15437,Myra M
15438,James
15439,John
15440,Stephen R
15441,Stephen
15442,James
15443,Edward
15444,John P
15445,Inf of
15446,Waldorf C
15447,F H
15448,Fred W
15449,H V
15450,Oberlin M
15451,Lottie F
15452,Hattie M
15453,W J
15454,W J
15456,Robert B
15457,Juanita
15458,Juanita
15459,Anthony
15460,Bettie I
15461,B. V.
15462,Mary F
15463,Jennie
15464,Catherine E
15465,Horace
15466,Eliza
15467,Rufus O
15468,H W
15469,Chas L
15471,Lotta
15472,Harry
15473,Kate
15474,Marie E
15475,Ecordo
15476,Emma Matilda
15477,G W
15478,Inf of R. B.
15479,Stephen
15480,N
15481,Sarah C
15482,B. P.
15483,James M
15484,Lela Gretel
15485,Inf of A. R.
15486,J M
15487,Yesadova
15488,Inf
15489,Alice
15490,Josepha
15491,Unknown Infant
15492,Martin
15493,Amelia
15494,Mansor
15495,Marculus
15496,Vicente
15497,Elizabeth H
15498,I. H.
15499,L. L.
15500,Mary Saul
15501,Pilar
15502,William
15503,William
15504,Milton G
15505,J W Sr.
15506,Geo A
15507,M
15508,John W
15509,Inf of T. R.
15510,Elizabeth
15511,Mary E
15512,Delphanie G
15513,J G
15514,Frank
15515,Marie D
15516,Ruby Lee
15517,W D
15518,Infant
15519,Alfred
15520,William
15521,Emanuel
15522,Frank
15523,Mrs H V
15524,Julius
15525,Inf of Rush
15526,Mrs. Emma
15527,Zacaras
15528,Mrs. Mary
15529,Inf of
15530,Silas Jordan
15531,Minnie Alice
15532,C
15533,Lettie
15534,Inf of Mr. & Mrs. H
15535,Geo. H
15536,John
15537,Infant
15538,Alma V
15539,Patrick
15540,Arturo
15541,George
15542,Laura May
15543,Josephine B
15544,Bettie
15545,Theadora
15546,Nora Ann
15547,S. T.
15548,Marvin A. 2Lt
15549,Mrs. W. J
15550,Jno.
15551,James W
15552,Lawrence
15553,Miss Annie
15554,Ethel A
15555,Alma Marie
15556,Victor
15557,W. H.
15558,O. C.
15559,Mrs. Heneretta M
15560,Mary E
15561,Rogers C
15562,Champion
15563,Rebecca B
15564,Inf of Mr. - Mrs. E R
15565,Cleto
15566,Arthur James
15567,Charlotte
15568,W C
15569,Miss Ruthie
15570,Otto
15571,Ella Rankin
15572,Mrs. Willie
15573,Roumenia H
15574,Henry
15575,W M
15576,George Washintong
15577,Charlie
15578,Tamirlada
15579,John B
15580,James
15581,Jessie
15582,Zoe Hubby
15583,Lois I
15584,Alfred
15585,Mrs. Lucretia A
15586,Chas A
15587,Christine Jr.
15588,Lewis O
15589,Maude Myers
15590,Robert G
15591,Inft of Mr. - Mrs. J. A.
15592,G E
15593,James D
15594,Karl
15595,O L
15596,Alfondo
15597,Christian J
15598,Infants of R C
15599,W P
15600,Mac
15601,R. J.
15602,H. C.
15603,Cruz
15604,Red M.
15605,Nicholas
15606,George D.
15607,Eula Irene
15608,Wallace
15609,Nettie Ruby
15610,Daniel William
15611,Pete
15612,George W.
15613,Eugene I.
15614,Inf. of Mrs. Mr. Anton
15615,T. A.
15616,C. W.
15617,Inft
15618,G. A.
15619,John N.
15620,Elsie Stein
15621,Hyman
15622,Guadalupe
15623,Elizabeth B.
15624,Pauyoza E.
15625,Canelyn
15626,Emily C
15627,Blasa
15628,Pablo
15629,Anna
15630,C.
15631,Guadalupe
15632,Daniel William
15633,Hattie B.
15634,J. S.
15635,Removed body of Mrs.
15636,Bettie
15637,Inft
15638,D. C.
15639,Catherine
15640,Mrs. S M
15641,Luddie
15642,Mrs Eliza
15643,L A
15644,Otto
15645,David D
15646,John M
15647,R
15648,Elvira
15649,A J
15650,Inft of
15651,Fritz
15652,Ysidia
15653,Amelia
15654,Otila Martinez
15655,Guadalupe
15656,Wm. F
15657,Antonio
15658,Manuelo
15659,Inft
15660,Mrs. M A
15661,Judge W L
15662,Cathrine
15663,Inft of Mr. & Mrs. Gus Johnson
15664,removed body of Loulus P
15665,Removed body of Ernest & Mary
15666,Ella
15667,Inf.
15668,William A.
15669,Lula M.
15670,Wm. M
15671,Ella Louise
15672,Anepero
15673,T.
15674,J. W.
15675,Mrs. Carrie
15676,Marie
15677,Lucier
15678,Jessie James
15680,Thelma
15681,Myrtle E.
15682,W. B.
15683,Mrs. Victoria
15684,Geo. L.
15685,J. B.
15686,Mrs. Susan
15687,Baby
15688,August B.
15689,Mrs. J. J.
15690,Alfones
15691,Annie J.
15692,Rosadina N.
15693,Marie
15694,Elgin A.
15695,T. B.
15696,O H
15697,Robt C
15698,Mrs Kittie
15699,Ruben
15700,Mary
15701,Henze Garrison
15702,G
15703,A J
15704,Sarah Martha
15705,J M
15706,Jacob F
15707,M D
15708,Mary
15709,John
15710,Sophie
15711,Ruby Jennett
15712,G P
15713,James Madison
15714,Mrs Tokasan
15715,Dora
15716,J D
15717,Andres
15718,William
15719,G I
15720,Ada Alice
15721,Guadalupe
15722,Eulalio
15723,Nell Ernestine
15724,Robt Jno
15725,Mary E
15726,Loula May
15727,John D
15728,Hazel
15729,James K
15730,Removed body of Infant Park F
15731,Remains taken up of Sidonio and Trinidad
15732,R
15733,Angelina
15734,P
15735,Florence
15736,Guadalupe
15737,Infant
15738,Two Inft of
15739,I J
15740,Henry H.
15741,Thomas A
15742,Joseph
15743,Herman
15744,Ray Musgrove
15745,Mrs Cynthia Clay
15746,Mrs J S
15747,Mrs Mary Elizabeth
15748,Albert
15749,Sallie
15750,Mrs C A
15751,Pedro
15752,La Neele Sallie
15753,Andrew M
15754,Mrs Bertha
15755,George Eblert
15757,Mrs Mary Cornelina
15758,Jenelle
15759,May A
15760,Walter George
15761,Walter George
15762,Mrs Pearl
15763,H B
15764,Mrs Cornelia D
15765,Fannie Hamilton
15766,Alex
15767,N B
15768,Mrs Antonio
15769,Louis
15770,L W
15771,Removed body of Mrs Ella
15772,Removed body of Billy H and Winnifred F.
15773,Removed body of O H
15774,Charles
15775,Virginia M
15776,Mrs Bessie
15777,L A
15778,Louise
15779,Cruz M
15780,William J
15781,Bruce
15782,Wm J
15783,Mrs Bertha
15785,Edwin Eugene
15786,Con Zuelo
15787,J N
15788,Mrs Allie
15789,Ellie E.
15790,Edward
15791,Edward
15792,Edward
15793,Inft of Mr. & Mrs. Earl
15794,Mary
15795,Matilda
15797,Ausie Tex
15798,Javita Hernandez
15799,Rachel Ann
15800,Mary E
15801,Inft of M S
15802,Nannie C
15803,Thom J
15804,Thom J
15805,W H
15806,W W
15807,Mrs Ben
15808,J F
15809,Removed bodys of Sarah Catherine and Inft
15810,Removed body of John Inft
15811,James K
15812,Tony
15813,Inft
15814,Nellie Dew
15815,Mrs Dora
15816,Frank
15817,Inft of L E
15818,J M
15819,F
15820,F G
15821,Jerrell Neff
15822,L
15823,Mrs. Linnie
15824,E
15825,Mrs Mary
15826,J R
15827,Sarah
15828,W T
15829,J T
15830,Taylor
15831,Mary J
15832,Annie
15833,Mrs Anna
15834,Mrs Ada M
15835,Jno A
15836,W M
15837,Inft of Mr & Mrs
15838,J M
15839,Samuel G
15840,Inft of Mrs Claude
15841,William Noel
15842,E L
15843,Juan
15844,Mrs Minnie
15845,Caroline
15846,Inft
15847,Helen Elizabeth
15848,O C
15849,Mrs N C
15850,Hattie
15851,Manuel
15852,Fred C
15853,Alfred
15854,Infant
15855,Infant
15856,Brenana
15857,Felixiano
15858,Mrs Rosa
15859,Carmen
15860,Jim
15861,Mary
15862,Inft
15863,Inft
15864,Fannie
15865,Inft of Mr. & Mrs. Frank
15866,Julia Goodwin
15867,Removed body of two Inft of Champion
15868,Inft
15869,Joe
15870,Quanah
15871,L
15872,A L
15873,O U
15874,Mrs Mary W
15875,Thos E
15876,Mrs Louise St
15877,Robert G
15878,Mary Jane
15879,Eugene
15880,Homer G
15881,Adam
15882,Josephine
15883,Raymond
15884,E A
15886,Mrs Dolla B
15887,Katherine N
15888,Miss Bettie
15889,Christine
15890,Syhli Olive
15891,Lieu Frank M
15892,Jno T
15893,Mary Revell
15894,Arcadio
15895,Tom
15896,James Hazzaid
15897,Mrs Hadda
15898,Rosine
15899,H L
15900,T B
15901,Cecil L
15902,Inft
15903,Claud B
15904,R
15906,Caruse
15907,Katie Gafford
15908,J P
15909,Leroy Bater
15910,Oscar M
15911,Margaret I
15912,J W A
15913,Malcolm
15914,Elizabeth
15915,E B
15916,Nick
15917,Raymond
15918,Eduard
15919,Guadalupe
15920,Mrs M A
15921,Chas Fredrrick
15922,Ampro
15923,Annie
15924,Esdhel
15925,Ricardo
15926,Infant
15927,Infant
15928,H Cody
15929,Mrs. D A
15930,S T
15931,Infant
15932,William T
15933,Mey
15934,Jesus
15935,Removed body of H S
15936,Arthur
15937,Capt Alivin
15938,George
15939,Jno Wm
15940,John
15941,B. F.
15942,Ralalio
15943,Inft
15944,Inft
15945,B J
15946,Mrs Lora
15947,W F M
15948,H T
15949,Samuel
15950,Inft
15951,Mrs Mary A
15952,Mareon
15953,C M
15954,Carl E
15955,Mrs R G
15956,Jean A
15957,Mary
15958,G
15959,Mrs A E
15960,Infant
15961,Edwin G
15962,J G
15963,G S
15964,Ruby Ellen
15965,F W
15966,Catherine
15967,J P
15968,Luz
15969,C M
15970,James F
15971,Gabriel E
15972,E
15973,Maria C
15974,Edward A
15975,James W
15976,Joe
15977,James E
15978,Infant
15979,Lizzie
15980,Amil
15981,Catherine Mills
15982,George
15983,E. Belle
15984,Wm E
15985,Burton
15986,Robert Lee
15987,Ellis
15988,Unidentified
15989,Jim
15990,Emma
15991,Ingram
15992,W B
15993,Winfdad
15994,Helen Marr
15995,Hubbard B
15996,Removed body of James F
15997,Removed body of Lena B.
15998,Removed body of Dr. F W
15999,H
16000,Allene
16001,Minnie L
16002,Rosa
16003,Tena M
16004,Dennis Robt
16005,Carl
16006,Martin S
16007,Bashe
16008,Mrs Lula
16009,Mrs Lula
16010,Mary Anna
16011,Mercedes
16012,A D
16013,Infant
16014,James S
16015,G M
16016,J B
16017,Inft
16018,James Sterling
16019,J L
16020,Margaret
16021,Mary
16022,Infant
16023,Inft
16024,Mrs G W
16025,Mrs Lilly F
16026,W H
16027,Isaac
16028,Mary Jane
16029,Meyer
16030,Francis
16031,W J
16032,Margaret
16033,S H
16034,John H
16035,John H
16036,G M
16037,Removed body of Graham B
16038,H M
16039,J. R. P.
16040,Rogers B
16041,William H
16042,August
