pkoakwood,firstname
8415,Mrs. E.
8416,Carrie
8417,Infant
8418,Infant of John H.
8419,Infant
8420,J. P.
8421,Dan. A.
8422,E. B.
8423,Preston
8424,Pricilla
8425,John F.
8426,Mrs. A. E.
8427,Christiana
8428,Elizabeth
8429,Miss Emma J.
8430,Miss Ethel B.
8431,A. G.
8432,Miles
8433,George
8434,Infant of Hill
8435,Unknown Man
8436,Mrs. E. B.
8437,Caroline A.
8438,E. H.
8439,Mrs. Mary
8440,Beatrice
8441,Nannie
8442,R. E.
8443,Fannie O.
8444,Infant of August
8445,Infant of Charly
8446,Pas
8447,Lisitta (Elizabeth)
8448,Minnie
8449,Infant of C. G.
8450,Infant of Ella
8451,A. L.
8452,Carrie
8453,John
8454,Infant of S.
8455,Infant
8456,Mrs. W. L.
8457,Eugene
8458,Carlotta T.
8459,Infant
8460,Will P.
8461,Viola
8462,K. P.
8463,Miss Della
8464,Dan
8465,Unknown Mexican
8466,Infant of Annie
8467,W. A.
8468,Walter
8469,Ella
8470,Malinda
8471,James
8472,Jennie
8473,D. H.
8474,Franklin K.
8475,Cuca
8476,Frist
8477,Dr. Joseph
8478,J. G.
8479,Richard
8480,Nola
8481,Waldo
8482,Mary
8483,Ellen
8484,Sadie
8485,Infant of J.
8486,John S.
8487,Jake
8488,Lawrence
8489,Mrs. E. E.
8490,W. D.
8491,Louisa
8492,W. M.
8493,Sarah J.
8494,Martha
8495,Phoebe
8496,J. A.
8497,Mrs. Amilia
8498,F. M.
8499,Alb. A.
8500,J. H.
8501,Joseph
8502,Joseph E.
8503,Daniel
8504,W. A.
8505,Fannie E.
8506,Ellen
8507,infant of John
8508,John C.
8509,B. H. (Benjamin)
8510,John P.
8511,Jacob
8512,John
8513,J. H.
8514,Annie W.
8515,C. V.
8516,P. J.
8517,Fred
8518,W. M.
8519,Miss C. H.
8520,Tom
8521,Walter A.
8522,Fred
8523,J. M.
8524,Fanny Lille
8525,L. L.
8526,Geo.
8527,J. M.
8528,Richard
8529,Linnie
8530,Max H.
8531,Mrs.
8532,Tom
8533,E. G.
8534,Abraham
8535,Mrs. E. E.
8536,W. J.
8537,Margaret
8538,Frank
8539,Bessie
8540,George
8541,Infant of Cora
8542,Elnora
8543,Thom (infant of?)
8544,Mrs. M.
8545,Alvine
8546,John
8547,Elentin
8548,Pablo
8549,Infant of Jeff
8550,Sam
8551,Mrs. O. B.
8552,W. S.
8553,Mrs. E. A.
8554,R.
8555,Marie
8556,Robert J.
8557,W. H.
8558,E. H.
8559,Francisco
8560,Calley
8561,Mrs. C. A.
8562,Infant of Cha
8563,Allaid
8564,Infant of W. G.
8565,Mary A.
8566,Gladdis
8567,Ellen V.
8568,Sallie
8569,Mexican Pauper
8570,Infant of Harvy
8571,Hertha
8572,Cht.
8573,J. A.
8574,David
8575,Hannah
8576,Olga
8577,H. A.
8578,Debortia
8579,Mary Ida
8580,Jacob
8581,Maggie
8582,Baby from orphan home
8583,Miss Rebecca
8584,Mrs. C. V.
8585,Joe
8586,Infant
8587,Infant of F.
8588,Infant of F.
8589,Jacob
8590,Olga
8591,James
8592,Augusta P.
8593,Marsa
8594,Chas
8595,Rev. W. D.
8596,H. N.
8597,Santiago
8598,George
8599,J. R.
8600,Alvisa
8601,Dadoss
8602,Beta
8603,James Harry
8604,John F.
8605,Frider
8606,Alf.
8607,Davul B.
8608,Annie
8609,Ernest
8610,James B.
8611,George
8612,Hellena
8613,Guadalupe
8614,Juan
8615,Infant of Mary
8616,Effie Idella
8617,Child of orphan home
8618,Infant
8619,Mrs. Elizabeth
8620,Hugh
8621,John
8622,Margurite
8623,William
8624,Mrs. R. H.
8625,Minnie
8626,Infant
8627,J. H.
8628,Rosa
8629,Estelle
8630,C. Baker
8631,Dr. Sam
8632,Swanty
8633,Child of orphan home
8634,Rob F.
8635,Walter
8636,Babe of Geo.
8637,James N.
8638,Steinner
8639,Denson
8640,Mary
8641,Tom
8642,Infant of John
8643,A. B.
8644,C. H.
8645,J. J.
8646,F. D.
8647,Mrs. B.
8648,Al. J.
8649,F. T. D.
8650,Miss Helen
8651,Baby
8652,S. E.
8653,Guadalupe
8654,Cicil
8655,Ester
8656,Infant of John
8657,Infant of Geo. S.
8658,Mary
8659,Arthur B.
8660,Mrs. J. W.
8661,Myrtle
8662,Antonio
8663,Chas.
8664,Columbus
8665,Infant of Sam
8666,J. D.
8667,Matilda
8668,Theodosa
8669,Louis
8670,Mrs. R. C.
8671,Infant
8672,Joe
8673,Beatrice
8674,Allick
8675,Cha.
8676,Mrs. K. E.
8677,J. Leslie
8678,John
8679,Emma
8680,Kittie
8681,Beatrice
8682,Infant of A.
8683,J. A.
8684,W. S.
8685,Ruth
8686,P.
8687,Mary N.
8688,Mrs. M. E.
8689,Sarah P.
8690,John A.
8691,L. K.
8692,Mrs. A. K.
8693,J. M.
8694,Alb D.
8695,(John J)
8696,A. J.
8697,Mrs. Paul
8698,C. A.
8699,Ellen
8700,Infant of S. F.
8701,J. C.
8702,Louise C.
8703,Nora
8704,Infant
8705,Infant James
8706,A
8707,Dan P.
8708,Helen C.
8709,Chas.
8710,Infant of Joe
8711,Doloris
8712,Edward
8713,Mary
8714,Robert
8715,Infant of Charles
8716,Joseph
8717,Frank
8718,Karl
8719,Infant of Fannie
8720,Geo
8721,Rubin W.
8722,John
8723,Infant of George
8724,Lucila
8725,Dave H.
8726,Mrs. Van
8727,Anna
8728,Geo. L.
8729,Herman
8730,Geo.
8731,J. G.
8732,Minnie
8733,Cara
8734,Infant of Will
8735,Bettie
8736,Infant of Jim
8737,Infant of Chs.
8738,Runels
8739,Thomas
8740,Infant of Mrs.
8741,Infant
8742,Bertha
8743,Alie
8744,Emmett
8745,Abraham
8746,Child of N. S.
8747,Conrad
8748,Infant of O. S.
8749,Mary
8750,Cha. T.
8751,Lindsey
8752,Sarah
8753,Adolph
8754,F. A.
8755,A. J.
8756,Sampson
8757,Lillian
8758,Mary A.
8759,Cecil
8760,James
8761,G. A.
8762,Irine
8763,Mrs. Fannie
8764,Mary
8765,Ed. W.
8766,Ms. Edna
8767,(Infant)
8768,J. M.
8769,Friederick
8770,Infant
8771,Issac
8772,Mrs.
8773,Mrs.
8774,Walter
8775,Emilia
8776,Gracia S.
8777,Paul O.
8778,Mrs. O. C.
8779,Francis
8780,F. A.
8781,James B.
8782,Unknown
8783,Eliza
8784,Infant
8785,Henry
8786,Charles
8787,Bob
8788,James D.
8789,Bessie
8790,Linda
8791,A. S.
8792,Infant of John
8793,Rabola
8794,Luna
8795,Herman
8796,Lillie E.
8797,Minnie
8798,Unknown
8799,Aron
8800,Bettie
8801,Francis
8802,Helen
8803,Mrs.
8804,James T.
8805,Mary
8806,Ruby
8807,Margreta
8808,Mrs. C. R.
8809,W. A.
8810,Mrs.
8811,Victoria
8812,W. W.
8813,Mattie
8814,Robert C.
8815,Jack
8816,Taylor
8817,Infat of J. A.
8818,T. W.
8819,Hallie
8820,Frank
8821,Sam
8822,Mrs.
8823,Mrs. Dana
8824,Geo. F.
8825,Louisa
8826,Joseph
8827,M. GIll
8828,Bessie Bell
8829,Infant of J. D.
8830,Laura
8831,Mr.
8832,Will
8833,Forbis
8834,Anna M.
8835,E. C. Lyons
8836,Alger
8837,Matt
8838,Ernest
8839,Eugene
8840,Ola Mary
8841,R. L.
8842,L. M.
8843,Marie
8844,Theresa
8845,J. R.
8846,Jenifer
8847,Rob.
8848,Guesha
8849,Joseph
8850,J. H.
8851,Mrs.
8852,Monroe
8853,R. P.
8854,Infant of A. S.
8855,Mrs.
8856,Vida
8857,Baby
8858,J. H. F.
8859,B.
8860,Henry
8861,August
8862,Mrs.
8863,Sarah
8864,Cuspin
8865,Miss Sallie
8866,J. R.
8867,W. S.
8868,J. M.
8869,E.
8870,Frank
8871,Joseph
8872,Wallie
8873,A. M.
8874,A. W.
8875,W. A.
8876,Dave L.
8877,Rosie Minnie
8878,E. H.
8879,Geo.
8880,J. D.
8881,Adeline
8882,James
8883,S.Delores
8884,Elosin
8885,Bell H.
8886,Mrs. H.
8887,Katy M.
8888,G. W.
8889,N. L.(Nimrod)
8890,Earnest
8891,Willie
8892,Nellie
8893,Mollie
8894,Mildred C.
8895,H. C.
8897,Ed
8898,Chas. S.
8899,Dominico
8900,Frank
8901,Harry
8902,Joe
8903,Ricardo
8904,F.
8905,M. A.
8906,Ed. G.
8907,Rev.
8908,Infant of Joe
8909,Mrs. Jas.
8910,Juan B.
8911,Issac
8912,Wallie
8913,F. A.
8914,Henry
8915,M. S.
8916,Mrs. W. D.
8917,Mrs. C.
8918,C. L.
8919,Maggie
8920,Lillie
8921,Mary E.
8922,Willie
8923,Max
8924,J.
8925,S. W.
8926,O. W.
8927,John
8928,Wines B.
8929,Malitda
8930,J. M.
8931,Tom
8932,Mrs. Geo
8933,Lenard
8934,Pablo
8935,James
8936,R. P.
8937,Samantha
8938,Infant
8939,Margret
8940,Infant of Prof
8941,Amanda
8942,Amielia
8943,J. H.
8944,Tom A.
8945,Mrs. L.
8946,Mrs. H.
8947,Alf
8948,Mrs. Carrie
8949,W. M.
8950,A.
8951,Timothy
8952,Fred.
8953,Mrs. S. A.
8954,Mrs.
8955,Mrs.
8956,Mrs. E. L.
8957,Lucy
8958,Chas J.
8959,Carrie
8960,Mrs. A.
8961,Mrs.
8962,Ed
8963,Baby
8964,Unknown
8965,G. F.
8966,J. M.
8967,J. M.
8968,Salema
8969,Infant of Cha.
8970,Alex
8971,F.
8972,W. J.
8973,Cha.
8974,Infant of E. E.
8975,Walter
8976,J. A.
8977,Mrs.
8978,S. G.
8979,Infant of Jim
8980,Mrs.
8981,Ruth
8982,E. H.
8983,R. E.
8984,G.
8985,Cha
8986,Mrs.
8987,M. M.
8988,Mrs.
8989,Babe
8990,A. W.
8991,Claude
8992,Caroline
8993,Mrs. F. M.
8994,Ruth
8995,Gona
8996,Adolph
8997,Geo
8998,Benito
8999,Cora
9000,Henry
9001,Mrs. Benita
9002,Infant
9003,Regina
9004,Will
9005,Geo
9006,N
9007,Mrs.
9008,W. W.
9009,Infant of Alf
9010,Dicy
9011,James
9012,Manuel
9013,Bessie
9014,Rudolph
9015,John
9016,Joe M.
9017,James E.
9018,W. R.
9019,Clay
9020,P. H.
9021,Ldela
9022,Infant of M. F.
9023,Sylvester
9024,Rob J.
9025,Babe of Cuney
9026,Mrs.
9027,Chas
9028,Clarence
9029,Hester
9030,B. F. McGill
9031,Rosa Metz
9032,Grozalice
9033,Carrie
9034,Mrs. R. A.
9035,W. A.
9036,Rev. J. W.
9037,Fred
9038,Carrie
9039,Victoria
9040,Willie
9041,Judger
9042,Julia B.
9043,Mrs. L.
9044,H. W.
9045,Mrs.
9046,Rev. A. F.
9047,Julia N.
9048,Peter C.
9049,Mary
9050,Annie
9051,August
9052,Luis
9053,Jack
9054,Oncrute
9055,Olona
9056,Infant of A. J.
9057,Jacob
9058,Hattie
9059,Baby
9060,Celestino
9061,Mary J.
9062,Tho. A.
9063,Bertha
9064,Arthur
9065,Mrs. S.
9066,Pauline
9067,Benjamin
9068,Bob
9069,Infant
9070,Placido
9071,William
9072,Jack
9073,A. L.
9074,Francis L.
9075,Willie
9076,Dina
9077,Babe of J. M.
9078,Rob.
9079,Babe
9080,Emma
9081,L. D.
9082,Tho. A.
9083,Antonia
9084,Juan C.
9085,Estella
9086,D. L.
9087,Mrs. B. F.
9088,J. F.
9089,Ella May
9090,Frank
9091,Geo.
9092,C. F.
9093,Eliza
9094,Betie
9095,Sarah E.
9096,Esther
9097,Henrater
9098,infant of Elsworth
9099,J. P.
9100,Infant of D. W.
9101,Ed W.
9102,Nellie
9103,J. M.
9104,Ben
9105,Miss Edna
9106,Augusta
9107,Simon
9108,Dr. A. D.
9109,Augusta
9110,Infant of W. A.
9111,Leonard
9112,Clem R.
9113,Leon W.
9114,Geo
9115,Miss
9116,Mrs. Clem
9117,Lovie
9118,Ed
9119,Lucy
9120,Henry
9121,L. L.
9122,M. W.
9123,L. J.
9124,J. J.
9125,William
9126,Cecil
9127,Mrs.
9128,Walter
9129,Jerry
9130,Re. E. M.
9131,James F.
9132,Samuel
9133,J. B.
9134,Jacob
9135,Bertha
9136,Jennie
9137,Paul
9138,Ed.
9139,Martha L.
9140,Mable F.
9141,C.
9142,Helene A.
9143,Mrs. Povella
9144,Frank
9145,Mary
9146,Amelia
9147,Doris
9148,Babe of Lee
9149,Lollie B.
9150,Geo
9151,Capt Alsdorf
9152,Infant of T. C.
9153,Infant of Lee
9154,F. A.
9155,Fred C.
9156,Rev. J. N.
9157,Robert
9158,Infant of Henry
9159,Nellie
9160,Infant of
9161,Infant of Peter
9162,Wm F.
9163,Mrs. Alb
9164,Infant of G. H.
9165,O. B.
9166,N
9167,N
9168,J. .
9169,Cha L.
9170,Ira
9171,Wm
9172,Infant of Annie
9173,Elizbeth
9174,Babe of R
9175,M. C.
9176,James
9177,W. R.
9178,K G.
9179,Elizbeth
9180,Chas
9181,Sophia
9182,Rob E.
9183,Alex
9184,F. A.
9185,Mrs.
9186,Mrs.
9187,John C.
9188,Isidro
9189,Susie
9190,Milton
9191,Henry
9192,Margaro
9193,Texana
9194,J. M.
9195,E. M. C.
9196,Tho
9197,Rudolph
9198,John E.
9199,Ernest W.
9200,Louis
9201,W. W.
9202,M. C.
9203,Cha F.
9204,Goodall
9205,Jol.
9206,Infant of
9207,Bell
9208,Mrs. G.
9209,Cornelia R.
9210,Ed
9211,J. M.
9212,Mrs. F. M.
9213,Infant of J. W.
9214,Abner
9215,Alma
9216,Myrtke
9217,Agnes C.
9218,D
9219,S. O.
9220,N
9221,Infant of Mrs.
9222,E. J. G.
9223,A.
9224,Edward
9225,Mrs. W. J.
9226,R. S.
9227,Jacob
9228,Louis
9229,Marie
9230,Antonia
9231,Chas.
9232,Besman K.
9233,H. R.
9234,Calley
9235,S.
9236,Infant
9237,Miss Ella
9238,Joseph
9239,John A.
9240,Norman
9241,A.
9242,Dora
9243,Mattie
9244,Charlotte
9245,Infant
9246,Mrs.
9247,N
9248,Infant of Edna
9249,Mary A.
9250,Mrs. Mamie
9251,John
9252,Addie
9253,Infant of Martin
9254,G.
9255,Mrs. Grace
9256,Ben
9257,Unknown
9258,Allee
9259,Tabida
9260,Alma
9261,Mrs. L. L.
9262,John
9263,Mrs.
9264,C.
9265,Mr.
9266,Elisa
9267,Infant of R.
9268,Jesus
9269,Jacob
9270,L. A. Lucy
9271,Mrs.
9272,Mrs.
9273,Christina
9274,J. G.
9275,Mrs.
9276,Sebastian
9277,Leonard
9278,C. N.
9279,Fannie M.
9280,Mrs. (child of?)
9281,Cha. S.
9282,Infant
9283,Mrs. Henrietta
9284,Ed
9285,Mrs. Pink
9286,Infant
9287,Bonnie W.
9288,A. B.
9289,W. H. A.
9290,Berdie
9291,Annie
9292,John O.
9293,Estela B.
9294,J. R. Y.
9295,Juanita
9296,
9297,Mrs. M. L.
9298,Jake
9299,Mrs. Ida A.
9300,May Lucy
9301,Infant of Mr. & Mrs.
9302,Joe F.
9303,Mary
9304,N
9305,Mrs.
9306,W. A.
9307,Arthur
9308,Joe
9309,Van
9310,Infant of John
9311,G. A.
9312,P.
9313,Geo
9314,Infant of J. B.
9315,Steel O.
9316,Tho J.
9317,Ella
9318,H. D.
9319,Helena A.
9320,Miss Mattie
9321,Peter
9322,Helen
9323,Infant of Mrs. Jas
9324,Harry
9325,I. B.
9326,Miss J.
9327,Michael
9328,Gustave
9329,Elsie
9330,D.
9331,Julian
9332,Infant of Profs
9333,Mrs. M.
9334,Ambrose
9335,R. C.
9336,Edfance
9337,Bishop
9338,J. A.
9339,Estelle
9340,Elizabeth
9341,John D.
9342,Mrs. E.
9343,Henry
9344,Infant of Tim
9345,Ruhbelle
9346,Mrs. W. B.
9347,Infant
9348,Louis (Infant of)
9349,Peter
9350,Howard
9351,Julia
9352,P.
9353,Nina
9354,May
9355,Suposed
9356,Mary
9357,Joseph
9358,Walter
9359,Vidal
9360,Louise
9361,Mrs. H.
9362,Gerald F.
9363,Francisco
9364,Gregoris
9365,Infant
9366,J. H.
9367,C. B.
9368,Annie
9369,J. A.
9370,W. A. (Infant of)
9371,S. L.
9372,J. A.
9373,Maud E.
9374,Sydon
9375,Fannie
9376,Dewey
9377,Jacob
9378,Tho. H.
9379,Infant of Will
9380,Tom
9381,Lus
9382,Mary
9383,S. A.
9384,Auguste
9385,Robert
9386,J. L.
9387,Mrs. Cecil
9388,Infant of Mrs. Junie
9389,Babe of Mrs.
9390,N
9391,Mrs. Louise
9392,A. H.
9393,Lillie
9394,D.
9395,Beatrice
9396,Henrietta
9397,Enlalis
9398,Preston
9399,Mary Jane
9400,Louis
9401,Infant of Mr.
9402,Hal
9403,Mrs.
9404,Mrs.
9405,Mrs.
9406,Hans
9407,Vigga
9408,Mrs. E.
9409,J. M.
9410,Mary
9411,John H.
9412,J.
9413,C.
9414,Lucy A.
9415,Oscar M.
9416,F.
9417,Joe B.
9418,Raymond
9419,L. A. (?)
9420,Harhua
9421,Ezra
9422,C. W.
9423,Susie
9424,W. M.
9425,M. C.
9426,G.
9427,S. P.
9428,Sarah T.
9429,John
9430,N
9431,Chris
9432,Albert
9433,Minnie
9434,Elizabeth
9435,Rudolph
9436,"A., Mrs."
9437,Annie
9438,Ralph A.
9439,S. E.
9440,Mrs.
9441,Child
9442,Arando
9443,Laura A.
9444,Edward
9445,Thomas
9446,S.
9447,Sallie P.
9448,Mrs.
9449,Mrs. E.D.
9450,J.R.
9451,Mrs. F.M.
9452,Sendemar
9453,Clara M.
9454,Gerda
9455,Migle
9456,Miss M.
9457,Bettie
9458,Carl L.
9459,S.C.
9460,Julia
9461,Mrs. A.A.
9462,Sam
9463,A.R.
9464,Mrs. S.E.
9465,Infant
9466,Mrs. Wm.
9467,Mrs.
9468,Bob
9469,Fannie
9470,Mrs. Ben
9471,Mrs. Johana
9472,G.
9473,Geo. L.
9474,G.A.
9475,Mrs. Lotie (Lottie?)
9476,Mrs. A.M.
9477,Mrs. Justina
9478,W.(?) C.
9479,Pearl
9480,J.J.
9481,Miss A.
9482,J.J.
9483,Clara A.
9484,R.S.
9485,C.C.
9486,Mr.
9487,Wm.
9488,W.W.
9489,E.
9490,Abraham
9491,Emma
9492,Col. Galen
9493,Josie (?)
9494,P.
9495,Juana
9496,T.O.
9497,F.W.
9498,Sheard
9499,C.C.
9500,Guadalupe
9501,Mrs. A
9502,Elizabeth
9503,Bettie
9504,William
9505,Jessie
9506,George
9507,J.W.
9508,Dr. D.T.
9509,P. J.
9510,F. W.
9511,E. H.
9512,Marie
9513,Mrs. M.
9514,James
9515,Bob
9516,August
9517,Peter
9518,J.
9519,P.?
9520,E.S.
9521,C.C.
9522,Infant
9523,Mrs. C.S.
9524,Emil H.
9525,Will B.
9526,Baby F.
9527,Henry
9528,Sam W.
9529,Ellen M.
9530,Man
9531,Evlyne
9532,Miss Julia
9533,Mrs. Alice
9534,Giles
9535,W.A.
9536,Augusta
9537,Cal
9538,Infant of Joe
9539,Nonie
9540,D.L.
9541,Elisia
9542,C.F.L.
9543,Margaret
9544,Jennie
9545,Will G.
9546,D. Locke
9547,Francisco
9548,Arlesa
9549,R.E.
9550,B. E.
9551,John H.
9552,Maggie
9553,Harold V.
9554,Walter
9555,Miss
9556,Gassimere (Casimir?)
9557,William
9558,A.J.
9559,Amanda
9560,J. (Infant)
9561,T.C.
9562,Mrs. A.M.
9563,Infant
9564,Mrs. Julia
9565,Raphel
9566,Gemma M
9567,Rev. T.C.
9568,Rev. Fred L.
9569,J.A.
9570,Hazel
9571,Claude
9572,Pearl
9573,Rudolph
9574,Lila May
9575,Bertha
9576,Hulda
9577,Ned
9578,M.
9579,Cath
9580,C.M.
9581,Will
9582,Berl
9583,Baby
9584,James H.
9585,Peter
9586,Adelaide
9587,Emma
9588,Nicholas
9589,Mrs. Jno.
9590,Ella
9591,Louisa
9592,Mr. Wm.
9593,W.H.M
9594,Infant of James H.
9595,Mrs. F.
9596,Oran Chester
9597,C.P. Jr.
9598,Carl
9599,Antonio
9600,M.V.
9601,Julius
9602,Wm.
9603,Mary
9604,Sarah
9605,Alb.
9606,Gus
9607,Bernie
9608,Juluis
9609,Henry
9610,Mexican Woman
9611,Col. W.L.
9612,Harry  J.
9613,Baby
9614,James E.
9615,Graham B.
9616,Dick
9617,Simon
9618,Powell
9619,Lizzie
9620,Pauline
9621,Infant U.O.
9622,Carl Kenneth
9623,Fannie C.
9624,D.F.
9625,Ellen
9626,Joseph
9627,San Janila
9628,Arie
9629,Carnie
9630,Edward
9631,W.M.
9632,Sophia
9633,Mrs. G.E.
9634,Mrs. Julia
9635,William
9636,Brennita
9637,Harriet
9638,Sophia M.
9639,Mary A.
9640,Mrs. Louisa
9641,D.
9642,D.
9643,Ida
9644,Infant of John
9645,Tom
9646,Augustina
9647,Harrison
9648,Baby
9649,Ida
9650,Cyrus S.
9651,Metric
9652,Geo. H.
9653,Amilia
9654,Mrs. Annie
9655,Addie
9656,Col. R.A.
9657,Graig
9658,W.R.
9659,Mrs. Fannie
9660,U.O
9661,Wm.
9662,Porter
9663,Don Aceno
9664,A.B.
9665,Thomas
9666,Mrs. H.E.
9667,Carl L.
9668,Augustin
9669,Cora
9670,Millie F
9671,Hugh
9672,Mary E.
9673,Elisa
9674,Ida
9675,Mrs. J.W.
9676,A.
9677,Mrs. Carrie
9678,William
9679,E.M.
9680,Joe
9681,Infant of John
9682,George P.
9683,Miss Bessie
9684,Infant of Mrs.
9685,M.
9686,James B.
9687,Zapdera
9688,Sam J.
9689,Annie
9690,Felicia
9691,Laura
9692,Lyford B.
9693,David
9694,Petra
9695,W.M.
9696,Mrs. M.
9697,Jose
9698,Mrs. A.A.
9699,J.R.
9700,Soledad
9701,C.A.
9702,Nathen
9703,Col. J.M.
9704,F.C.
9705,Mrs. Jeraldine
9706,Mrs. E.M.
9707,Dr. E.W.
9708,Lena
9709,Mrs. E.B.
9710,Joe
9711,Mrs. A.M.
9712,Philppe
9713,Rudolf
9714,Mrs. Nora
9715,Simon
9716,C.E.
9717,Phoebe
9718,Connie
9719,George L.
9720,Hunter H.
9721,Isabella
9722,Mrs. Harriet
9723,Peter O.
9724,Moritz
9725,Mrs. E.J.
9726,Amanda
9727,Millard K.
9728,Gregoria
9729,Jusista
9730,Alice
9731,John
9732,John
9733,M.H. (Infant)
9734,John E.
9735,M.H.
9736,Ben
9737,John
9738,Caroline
9739,Blin
9740,Minnie
9741,Clara
9742,Mrs. A.J.
9743,Lois (?)
9744,Mrs. E.M.
9745,Albert
9746,Wesley A.
9747,Cora
9748,Mrs. M.M.
9749,Clara Lee
9750,Jess
9751,Henrica (Enrique?)
9752,Chas. Jr.
9753,Dicy
9754,Mark
9755,Asusita (Jesusita?)
9756,Mrs.
9757,Mary H.
9758,Mrs. J.W.
9759,Martha D.
9760,Julius
9761,Philipa
9762,J.M.
9763,Robert
9764,Mrs. M.A.
9765,Infant of Mrs.
9766,Infant
9767,J.G.
9768,Virginia
9769,Mrs. Anna
9770,Etela (Estela?)
9771,Jusista (Jesusita?)
9772,D.M.
9773,Augustine
9774,Joe Lee
9775,Helen
9776,Bessie
9777,Agnes
9778,Mr.
9779,Thomas
9780,Miss Jennie
9781,S.
9782,Robert
9783,Vergie
9784,Clyde
9785,P.B.
9786,Tho.
9787,Ellen J.
9788,Mrs. M.T.
9789,Grace
9790,A.V.
9791,Mrs. H.
9792,Neal
9793,J. Nelson
9794,Mary
9795,Sophie
9796,Joseph (Infant)
9797,John C.
9798,Dora
9799,Mr.
9800,John E.
9801,E.K.
9802,Roland
9803,Cha. L.
9804,Alvina
9805,Mamie
9806,Henry
9807,Judge R.S.
9808,Joe
9809,Diana
9810,Egnatz
9811,John
9812,Mary
9813,Mrs. J.J.
9814,Perititis (?)
9815,Mary Jane
9816,J.W.
9817,E.J.
9818,Clary
9819,Earnest
9820,Ann
9821,Mrs. Voris P.
9822,Mrs. W.H.
9823,Lonnie
9824,Richard
9825,Alb
9826,J.L.
9827,Chas.
9828,Max
9829,Jacob
9830,Anna Bell
9831,W.A.
9832,Martin
9833,Laura
9834,Henrietta
9835,Herman
9836,Josephine
9837,Will
9838,Mrs. E.B.
9839,S.
9840,Mrs. Jennie
9841,Martha J.
9842,Carl
9843,Lucile
9844,Lucille
9845,Rapphio
9846,Lillian
9847,D.H.
9848,Maud
9849,Mary
9850,Mexican Man
9851,E.L.
9852,Lou
9853,Alie
9854,Frances
9855,Mrs.
9856,Robert
9857,Infant
9858,Raymond
9859,Lucile
9860,Keat
9861,Ida
9862,Jann
9863,John Leon
9864,Wade
9865,Amanda
9866,J.J.
9867,Hugh
9868,Gus
9869,Wm.
9870,Martha
9871,Capt.
9872,Virginia
9873,Juan
9874,Andean (Andreas?)
9875,Baby
9876,Mrs. James
9877,Mamie D.
9878,Rev. C.E.
9879,S.E.
9880,Jacob
9881,Carl J.
9882,Will
9883,J.A.
9884,W.H.
9885,J.K.
9886,J.W.
9887,E.A.
9888,Will
9889,John
9890,Mrs. Willie
9891,Chas.
9892,Mary
9893,Isabella
9894,J.C.
9895,Willard
9896,Hanna
9897,James
9898,J.M.
9899,Mrs. R.A.
9900,Willie
9901,Willie
9902,Mrs. Ella
9903,Munroe
9904,Francisco
9905,Laura
9906,Anita Cantu
9907,Mrs. J.
9908,Nicholis
9909,George
9910,Refugi
9911,J.A.
9912,Gravile (?)
9913,Infant
9914,W.
9915,George
9916,Henry
9917,Mrs. S.E.
9918,Lillie W
9919,Robert B.
9920,B.J.
9921,James
9922,Joseph D.
9923,Geo. S.
9924,John C.
9925,R.K.
9926,Mary
9927,D.M.
9928,Lee
9929,Roy
9930,Miss Annie
9931,Infant of Mrs.
9932,Christian
9933,Judge J.P.
9934,Mrs. A.B.
9935,Mary B.
9936,H.J.
9937,Phil W.
9938,Baby
9939,L.C.
9940,Julius
9941,R.P.
9942,Mat.
9943,Callie
9944,Kate
9945,Florence
9946,Mary
9947,W.S.
9948,Nancy
9949,W.B.
9950,Mrs. R.J.
9951,J.H.
9952,J.A.
9953,C.W.
9954,L.M.
9955,W.R.
9956,John
9957,Wm.
9958,David
9959,Mrs. Martha
9960,T.E.
9961,Guadalupe
9962,Manuel
9963,Baltine
9964,August
9965,Jessie
9966,Mrs. Joe
9967,Abline E.
9968,Guadalupe
9969,Alf.
9970,Malzina
9971,Mrs. Jane
9972,Lizzie B.
9973,Dave
9974,W.J.
9975,F.
9976,Mrs. Anna
9977,Matilda
9978,Wm.
9979,Afad
9980,Ralf
9981,Eugene
9982,Eada
9983,Robt F.
9984,E.F.
9985,Lanardo
9986,Ottlie
9987,E.H.
9988,Bonita
9989,Mary
9990,Aaf. M.
9991,Geo.
9992,Ambrosio
9993,Vivian Lee
9994,J.L.
9995,Infant
9996,Infant
9997,J.D.
9998,Lenna
9999,H.P.
10000,Mandy
10001,J.K.
10002,Teresa
10003,Mollie
10004,R.H.
10005,Wm.
10006,E.P.
10007,L.L. (H?)
10008,Rebecca
10009,John B.
10010,Mrs. Josephine
10011,Aug.
10012,Mrs.
10013,Eliza
10014,Annie
10015,Mrs.
10016,Frederika
10017,Gertrude
10018,W.A.
10019,Mrs. A.J.
10020,Jurufa
10021,L.D.
10022,Infant
10023,Daisie
10024,Jacob
10025,L.W.
10026,J.H.
10027,Unknown
10028,Isadore
10029,John E.
10030,Mrs. C.W.
10031,Mrs.
10032,Melico
10033,Baby
10034,J.H.
10035,F.
10036,R.W.
10037,Jim
10038,Maud E.
10039,Theodore E.
10040,Mrs. James T.
10041,Ethel
10042,Joe
10043,Pauline
10044,Francis
10045,Baby
10046,J.O.
10047,Ed.
10048,J.A.
10049,M.H.
10050,Dwight
10051,August
10052,Adline
10053,Le Brata (Librada?)
10054,Albert
10055,Mack
