pkoakwood,yearsmonthsdays
7479,003-00-00
7480,034-00-00
7481,000-00-00
7482,062-00-00
7483,N
7484,000-03-00
7485,000-00-01
7486,039-00-00
7487,071-00-00
7488,059-00-00
7489,036-00-00
7490,085-00-00
7491,008-00-00
7492,073-00-00
7493,000-07-00
7494,000-00-00
7495,051-00-00
7496,000-00-01
7497,050-00-00
7498,027-00-00
7499,052-00-00
7500,042-00-00
7501,055-00-00
7502,036-00-00
7503,035-00-00
7504,067-00-00
7505,000-00-00
7506,027-00-00
7507,000-00-00
7508,035-00-00
7509,083-00-00
7510,041-00-00
7511,058-00-00
7512,065-00-00
7513,050-00-00
7514,072-00-00
7515,000-18-00
7516,N
7517,052-00-00
7518,000-04-00
7519,059-00-00
7520,077-00-00
7521,047-00-00
7522,084-00-00
7523,069-00-00
7524,024-00-00
7525,000-00-00
7526,N
7527,000-06-00
7528,082-00-00
7529,000-00-14
7530,N
7531,074-00-00
7532,067-00-00
7533,064-00-00
7534,012-00-00
7535,000-00-00
7536,033-00-00
7537,000-00-03
7538,001-00-00
7539,000-10-00
7540,000-06-00
7541,043-00-00
7542,023-00-00
7543,042-00-00
7544,000-02-00
7545,069-00-00
7546,057-00-00
7547,000-00-00
7548,000-00-00
7549,032-00-00
7550,087-00-00
7551,050-00-00
7552,018-00-00
7553,000-02-00
7554,025-00-00
7555,000-09-00
7556,009-00-00
7557,003-00-00
7558,084-00-00
7559,049-00-00
7560,000-09-00
7561,000-00-00
7562,045-00-00
7563,062-00-00
7564,062-00-00
7565,038-00-00
7566,016-00-00
7567,022-00-00
7568,080-00-00
7569,000-00-01
7570,000-22-00
7571,067-00-00
7572,000-00-00
7573,020-00-00
7574,074-00-00
7575,000-00-13
7576,065-00-00
7577,085-00-00
7578,000-01-00
7579,036-00-00
7580,019-00-00
7581,060-00-00
7582,000-14-00
7583,042-00-00
7584,000-03-00
7585,000-09-00
7586,000-11-00
7587,000-03-00
7588,000-00-02
7589,000-00-00
7590,016-00-00
7591,045-00-00
7592,032-00-00
7593,000-00-03
7594,000-10-00
7595,050-00-00
7596,021-00-00
7597,050-00-00
7598,025-00-00
7599,000-03-00
7600,036-00-00
7601,055-00-00
7602,000-00-00
7603,000-00-00
7604,000-01-00
7605,036-00-00
7606,046-00-00
7607,000-00-00
7608,000-00-00
7609,015-00-00
7610,000-00-08
7611,000-05-00
7612,037-00-00
7613,000-00-19
7614,022-00-00
7615,020-00-00
7616,060-00-00
7617,000-01-00
7618,000-00-12
7619,043-00-00
7620,000-00-00
7621,053-00-00
7622,049-00-00
7623,000-06-00
7624,084-00-00
7625,000-07-00
7626,000-00-00
7627,018-00-00
7628,032-00-00
7629,068-00-00
7630,039-00-00
7631,067-00-00
7632,000-05-00
7633,074-00-00
7634,000-03-00
7635,046-00-00
7636,051-00-00
7637,021-00-00
7638,017-00-00
7639,000-04-00
7640,000-04-00
7641,077-00-00
7642,055-00-00
7643,080-00-00
7644,003-00-00
7645,021-00-00
7646,080-00-00
7647,017-00-00
7648,000-02-00
7649,068-00-00
7650,003-00-00
7651,029-00-00
7652,066-00-00
7653,000-01-00
7654,017-00-00
7655,011-00-00
7656,011-00-00
7657,032-00-00
7658,046-00-00
7659,074-00-00
7660,065-00-00
7661,000-00-00
7662,028-00-00
7663,024-00-00
7664,050-00-00
7665,079-00-00
7666,000-00-00
7667,000-22-00
7668,015-00-00
7669,085-00-00
7670,058-00-00
7671,062-00-00
7672,000-00-00
7673,068-00-00
7674,090-00-00
7675,025-00-00
7676,050-00-00
7677,046-00-00
7678,000-22-00
7679,059-00-00
7680,040-00-00
7681,042-00-00
7682,078-00-00
7683,086-00-00
7684,045-00-00
7685,040-00-00
7686,053-00-00
7687,060-00-00
7688,000-11-00
7689,000-00-03
7690,000-14-00
7691,078-00-00
7692,054-00-00
7693,015-00-00
7694,059-00-00
7695,015-00-00
7696,040-00-00
7697,062-00-00
7698,064-00-00
7699,050-00-00
7700,009-00-00
7701,000-00-00
7702,023-00-00
7703,064-00-00
7704,022-00-00
7705,024-00-00
7706,002-00-00
7707,002-00-00
7708,056-00-00
7709,054-00-00
7710,080-00-00
7711,024-00-00
7712,002-00-00
7713,001-00-00
7714,006-00-00
7715,064-00-00
7716,054-00-00
7717,045-00-00
7718,001-00-00
7719,N
7720,N
7721,000-00-00
7722,050-00-00
7723,024-00-00
7724,000-06-00
7725,052-00-00
7726,000-05-00
7727,027-00-00
7728,007-00-00
7729,000-06-00
7730,000-03-00
7731,080-00-00
7732,054-00-00
7733,053-00-00
7734,050-00-00
7735,000-00-01
7736,000-02-00
7737,018-00-00
7738,000-16-00
7739,000-00-20
7740,045-00-00
7741,016-00-00
7742,000-02-00
7743,000-04-00
7744,050-00-00
7745,000-02-00
7746,076-00-00
7747,069-00-00
7748,N
7749,N
7750,000-06-00
7751,064-00-00
7752,000-00-00
7753,014-00-00
7754,000-07-00
7755,044-00-00
7756,020-00-00
7757,000-05-00
7758,020-00-00
7759,000-16-00
7760,076-00-00
7761,000-05-00
7762,022-00-00
7763,034-00-00
7764,052-00-00
7765,065-00-00
7766,063-00-00
7767,043-00-00
7768,000-13-00
7769,006-00-00
7770,000-05-00
7771,000-01-00
7772,N
7773,000-00-00
7774,000-01-00
7775,029-00-00
7776,000-14-00
7777,000-05-00
7778,000-10-00
7779,050-00-00
7780,063-00-00
7781,036-00-00
7782,042-00-00
7783,077-00-00
7784,046-00-00
7785,043-00-00
7786,070-00-00
7787,048-00-00
7788,038-00-00
7789,000-02-00
7790,000-02-00
7791,030-00-00
7792,000-03-00
7793,045-00-00
7794,060-00-00
7795,070-00-00
7796,025-00-00
7797,N
7798,N
7799,N
7800,060-00-00
7801,043-00-00
7802,058-00-00
7803,055-00-00
7804,000-02-00
7805,000-04-00
7806,000-00-02
7807,035-00-00
7808,077-00-00
7809,034-00-00
7810,000-00-01
7811,060-00-00
7812,053-00-00
7813,056-00-00
7814,000-11-00
7815,055-00-00
7816,007-00-00
7817,000-17-00
7818,074-00-00
7819,N
7820,N
7821,N
7822,069-00-00
7823,002-00-00
7824,055-00-00
7825,047-00-00
7826,085-00-00
7827,051-00-00
7828,000-00-00
7829,037-00-00
7830,045-00-00
7831,045-00-00
7832,061-00-00
7833,000-02-00
7834,N
7835,042-00-00
7836,066-00-00
7837,071-00-00
7838,069-00-00
7839,036-00-00
7840,043-00-00
7841,064-00-00
7842,033-00-00
7843,054-00-00
7844,073-00-00
7845,015-00-00
7846,052-00-00
7847,069-00-00
7848,022-00-00
7849,000-00-00
7850,043-00-00
7851,015-00-00
7852,038-00-00
7853,071-00-00
7854,000-03-00
7855,000-13-00
7856,068-00-00
7857,022-00-00
7858,027-00-00
7859,073-00-00
7860,000-00-01
7861,064-00-00
7862,000-10-00
7863,000-05-00
7864,003-00-00
7865,060-00-00
7866,026-00-00
7867,070-00-00
7868,022-00-00
7869,070-00-00
7870,000-21-00
7871,067-00-00
7872,034-00-00
7873,048-00-00
7874,025-00-00
7875,051-00-00
7876,000-14-00
7877,065-00-00
7878,032-00-00
7879,N
7880,089-00-00
7881,052-00-00
7882,058-00-00
7883,040-00-00
7884,063-00-00
7885,010-00-00
7886,000-00-09
7887,062-00-00
7888,055-00-00
7889,067-00-00
7890,057-00-00
7891,000-03-00
7892,036-00-00
7893,066-00-00
7894,000-06-00
7895,069-00-00
7896,049-00-00
7897,075-00-00
7898,021-00-00
7899,000-00-09
7900,086-00-00
7901,026-00-00
7902,040-00-00
7903,034-00-00
7904,052-00-00
7905,040-00-00
7906,000-07-00
7907,047-00-00
7908,061-00-00
7909,000-09-00
7910,088-00-00
7911,023-00-00
7912,056-00-00
7913,070-00-00
7914,000-00-00
7915,013-00-00
7916,
7917,000-00-00
7918,000-10-00
7919,026-00-00
7920,000-03-00
7921,062-00-00
7922,046-00-00
7923,022-00-00
7924,089-00-00
7925,094-00-00
7926,022-00-00
7927,000-00-00
7928,028-00-00
7929,000-17-00
7930,078-00-00
7931,000-01-00
7932,021-00-00
7933,000-09-00
7934,044-00-00
7935,023-00-00
7936,033-00-00
7937,054-00-00
7938,046-00-00
7939,000-03-00
7940,000-01-00
7941,079-00-00
7942,046-00-00
7943,071-00-00
7944,081-00-00
7945,074-00-00
7946,062-00-00
7947,052-00-00
7948,086-00-00
7949,060-00-00
7950,000-03-00
7951,001-00-00
7952,073-00-00
7953,062-00-00
7954,030-00-00
7955,000-00-00
7956,025-00-00
7957,000-13-00
7958,081-00-00
7959,040-00-00
7960,080-00-00
7961,045-00-00
7962,085-00-00
7963,070-00-00
7964,N
7965,N
7966,068-00-00
7967,000-00-06
7968,013-00-00
7969,026-00-00
7970,060-00-00
7971,053-00-00
7972,020-00-00
7973,049-00-00
7974,060-00-00
7975,000-05-00
7976,000-00-00
7977,000-05-00
7978,076-00-00
7979,000-14-00
7980,055-00-00
7981,012-00-00
7982,046-00-00
7983,035-00-00
7984,008-00-00
7985,019-00-00
7986,020-00-00
7987,042-00-00
7988,067-00-00
7989,065-00-00
7990,033-00-00
7991,002-00-00
7992,036-00-00
7993,050-00-00
7994,025-00-00
7995,000-03-00
7996,000-00-00
7997,000-00-00
7998,051-00-00
7999,043-00-00
8000,052-00-00
8001,037-00-00
8002,024-00-00
8003,000-00-00
8004,069-00-00
8005,000-02-00
8006,076-00-00
8007,000-15-00
8008,000-15-00
8009,003-00-00
8010,059-00-00
8011,009-00-00
8012,035-00-00
8013,000-00-01
8014,070-00-00
8015,025-00-00
8016,000-00-00
8017,063-00-00
8018,000-09-00
8019,000-03-00
8020,069-00-00
8021,076-00-00
8022,064-00-00
8023,085-00-00
8024,058-00-00
8025,043-00-00
8026,054-00-00
8027,024-00-00
8028,083-00-00
8029,069-00-00
8030,022-00-00
8031,062-00-00
8032,032-00-00
8033,059-00-00
8034,000-00-01
8035,024-00-00
8036,070-00-00
8037,050-00-00
8038,078-00-00
8039,025-00-00
8040,000-03-00
8041,034-00-00
8042,035-00-00
8043,064-00-00
8044,000-03-00
8045,077-00-00
8046,021-00-00
8047,041-00-00
8048,002-00-00
8049,000-00-00
8050,084-00-00
8051,052-00-00
8052,057-00-00
8053,076-00-00
8054,056-00-00
8055,059-00-00
8056,074-00-00
8057,009-00-00
8058,N
8059,050-00-00
8060,061-00-00
8061,000-01-00
8062,025-00-00
8063,000-02-00
8064,026-00-00
8065,063-00-00
8066,034-00-00
8067,045-00-00
8068,000-00-00
8069,072-00-00
8070,030-00-00
8071,002-00-00
8072,064-00-00
8073,060-00-00
8074,015-00-00
8075,000-06-00
8076,000-00-00
8077,000-00-00
8078,070-00-00
8079,069-00-00
8080,000-00-00
8081,036-00-00
8082,070-00-00
8083,020-00-00
8084,035-00-00
8085,033-00-00
8086,060-00-00
8087,000-03-00
8088,024-00-00
8089,000-00-00
8090,078-00-00
8091,000-00-09
8092,067-00-00
8093,061-00-00
8094,067-00-00
8095,038-00-00
8096,060-00-00
8097,040-00-00
8098,040-00-00
8099,000-02-00
8100,000-00-00
8101,085-00-00
8102,085-00-00
8103,014-00-00
8104,000-01-00
8105,070-00-00
8106,002-00-00
8107,000-00-00
8108,000-00-00
8109,008-00-00
8110,090-00-00
8111,043-00-00
8112,064-00-00
8113,032-00-00
8114,052-00-00
8115,075-00-00
8116,082-00-00
8117,065-00-00
8118,026-00-00
8119,034-00-00
8120,000-00-00
8121,028-00-00
8122,061-00-00
8123,N
8124,N
8125,022-00-00
8126,029-00-00
8127,008-00-00
8128,000-02-00
8129,020-00-00
8130,002-00-00
8131,000-11-00
8132,000-02-00
8133,N
8134,084-00-00
8135,058-00-00
8136,060-00-00
8137,000-01-00
8138,081-00-00
8139,044-00-00
8140,001-00-00
8141,054-00-00
8142,033-00-00
8143,066-00-00
8144,074-00-00
8145,067-00-00
8146,042-00-00
8147,000-01-00
8148,042-00-00
8149,083-00-00
8150,000-00-10
8151,023-00-00
8152,026-00-00
8153,062-00-00
8154,028-00-00
8155,003-00-00
8156,000-00-00
8157,017-00-00
8158,024-00-00
8159,073-00-00
8160,N
8161,000-06-00
8162,000-00-00
8163,N
8164,063-00-00
8165,000-00-0
8166,006-00-00
8167,063-00-00
8168,062-00-00
8169,000-00-00
8170,000-03-00
8171,061-00-00
8172,N
8173,041-00-00
8174,000-03-00
8175,022-00-00
8176,000-14-00
8177,088-00-00
8178,000-11-00
8179,030-00-00
8180,N
8181,000-01-00
8182,004-00-00
8183,073-00-00
8184,050-00-00
8185,027-00-00
8186,023-00-00
8187,067-00-00
8188,090-00-00
8189,049-00-00
8190,000-00-02
8191,031-00-00
8192,010-00-00
8193,000-10-00
8194,076-00-00
8195,055-00-00
8196,028-00-00
8197,001-00-00
8198,071-00-00
8199,068-00-00
8200,050-00-00
8201,054-00-00
8202,075-00-00
8203,000-05-00
8204,074-00-00
8205,001-00-00
8206,002-00-00
8207,000-00-00
8208,028-00-00
8209,074-00-00
8210,026-00-00
8211,050-00-00
8212,028-00-00
8213,077-00-00
8214,000-00-00
8215,000-03-00
8216,078-00-00
8217,074-00-00
8218,026-00-00
8219,001-00-00
8220,046-00-00
8221,041-00-00
8222,000-00-00
8223,025-00-00
8224,028-00-00
8225,028-00-00
8226,023-00-00
8227,014-00-00
8228,000-05-00
8229,000-07-00
8230,000-00-00
8231,054-00-00
8232,074-00-00
8233,028-00-00
8234,044-00-00
8235,000-01-00
8236,070-00-00
8237,063-00-00
8238,078-00-00
8239,080-00-00
8240,034-00-00
8241,000-06-00
8242,072-00-00
8243,052-00-00
8244,005-00-00
8245,019-00-00
8246,009-00-00
8247,069-00-00
8248,N
8249,079-00-00
8250,070-00-00
8251,049-00-00
8252,049-00-00
8253,055-00-00
8254,022-00-00
8255,000-00-08
8256,002-00-00
8257,023-00-00
8258,021-00-00
8259,036-00-00
8260,022-00-00
8261,000-00-00
8262,073-00-00
8263,080-00-00
8264,050-00-00
8265,055-00-00
8266,038-00-00
8267,070-00-00
8268,078-00-00
8269,057-00-00
8270,051-00-00
8271,026-00-00
8272,000-16-00
8273,027-00-00
8274,064-00-00
8275,019-00-00
8276,013-00-00
8277,072-00-00
8278,000-00-00
8279,015-00-00
8280,091-00-00
8281,044-00-00
8282,001-00-00
8283,025-00-00
8284,063-00-00
8285,025-00-00
8286,020-00-00
8287,034-00-00
8288,075-00-00
8289,039-00-00
8290,003-00-00
8291,035-00-00
8292,000-16-00
8293,004-00-00
8294,068-00-00
8295,056-00-00
8296,065-00-00
8297,044-00-00
8298,042-00-00
8299,000-18-00
8300,075-00-00
8301,069-00-00
8302,040-00-00
8303,030-00-00
8304,046-00-00
8305,084-00-00
8306,000-00-21
8307,003-00-00
8308,073-00-00
8309,084-00-00
8310,001-00-00
8311,000-00-10
8312,040-00-00
8313,000-00-00
8314,078-00-00
8315,057-00-00
8316,024-00-00
8317,086-00-00
8318,000-00-00
8319,033-00-00
8320,045-00-00
8321,008-00-00
8322,068-00-00
8323,076-00-00
8324,032-00-00
8325,075-00-00
8326,022-00-00
8327,073-00-00
8328,056-00-00
8329,013-00-00
8330,000-00-00
8331,000-00-00
8332,060-00-00
8333,086-00-00
8334,000-14-00
8335,055-00-00
8336,000-06-00
8337,038-00-00
8338,043-00-00
8339,073-00-00
8340,080-00-00
8341,000-05-00
8342,000-02-00
8343,080-00-00
8344,000-16-00
8345,059-00-00
8346,061-00-00
8347,046-00-00
8348,029-00-00
8349,023-00-00
8350,003-00-00
8351,066-00-00
8352,001-00-00
8353,010-00-00
8354,032-00-00
8355,017-00-00
8356,000-02-00
8357,069-00-00
8358,040-00-00
8359,085-00-00
8360,065-00-00
8361,050-00-00
8362,048-00-00
8363,070-00-00
8364,028-00-00
8365,000-00-00
8366,082-00-00
8367,021-00-00
8368,040-00-00
8369,028-00-00
8370,001-00-00
8371,007-00-00
8372,045-00-00
8373,040-00-00
8374,000-05-00
8375,033-00-00
8376,026-00-00
8377,005-00-00
8378,000-04-00
8379,084-00-00
8380,N
8381,000-00-01
8382,044-00-00
8383,067-00-00
8384,000-18-00
8385,056-00-00
8386,090-00-00
8387,000-10-00
8388,052-00-00
8389,000-00-00
8390,039-00-00
8391,000-09-00
8392,45
8393,000-00-00
8394,031-00-00
8395,035-00-00
8396,007-00-00
8397,000-06-00
8398,024-00-00
8399,004-00-00
8400,031-00-00
8401,028-00-00
8402,004-00-00
8403,059-00-00
8404,035-00-00
8405,000-00-21
8406,000-00-00
8407,000-14-00
8408,044-00-00
8409,020-00-00
8410,007-00-00
8411,000-00-00
8412,060-00-00
8413,054-00-00
8414,044-00-00
8415,084-00-00
8416,025-00-00
8417,N
8418,000-00-00
8419,000-00-00
8420,002-00-00
8421,036-00-00
8422,030-00-00
8423,023-00-00
8424,056-00-00
8425,025-00-00
8426,065-00-00
8427,057-00-00
8428,040-00-00
8429,029-00-00
8430,021-00-00
8431,079-00-00
8432,035-00-00
8433,023-00-00
8434,000-00-05
8435,060-00-00
8436,053-00-00
8437,066-00-00
8438,033-00-00
8439,075-00-00
8440,007-00-00
8441,018-00-00
8442,030-00-00
8443,026-00-00
8444,000-00-00
8445,000-00-0
8446,000-00-04
8447,087-00-00
8448,040-00-00
8449,000-00-0
8450,000-00-00
8451,027-00-00
8452,052-00-00
8453,026-00-00
8454,000-00-00
8455,000-00-0
8456,043-00-00
8457,032-00-00
8458,002-00-00
8459,000-00-07
8460,007-00-00
8461,012-00-00
8462,072-00-00
8463,050-00-00
8464,045-00-00
8465,040-00-00
8466,000-00-00
8467,037-00-00
8468,019-00-00
8469,023-00-00
8470,030-00-00
8471,023-00-00
8472,006-00-00
8473,076-00-00
8474,026-00-00
8475,048-00-00
8476,003-00-00
8477,100-00-00
8478,084-00-00
8479,043-00-00
8480,000-01-00
8481,000-06-00
8482,069-00-00
8483,011-00-00
8484,018-00-00
8485,000-00-00
8486,054-00-00
8487,071-00-00
8488,022-00-00
8489,067-00-00
8490,050-00-00
8491,028-00-00
8492,035-00-00
8493,054-00-00
8494,064-00-00
8495,050-00-00
8496,070-00-00
8497,071-00-00
8498,058-00-00
8499,006-00-00
8500,026-00-00
8501,071-00-00
8502,000-16-00
8503,088-00-00
8504,000-05-00
8505,060-00-00
8506,037-00-00
8507,000-00-00
8508,040-00-00
8509,051-00-00
8510,036-00-00
8511,051-00-00
8512,053-00-00
8513,035-00-00
8514,075-00-00
8515,024-00-00
8516,046-00-00
8517,067-00-00
8518,052-00-00
8519,054-00-00
8520,022-00-00
8521,012-00-00
8522,066-00-00
8523,038-00-00
8524,058-00-00
8525,036-00-00
8526,037-00-00
8527,029-00-00
8528,070-00-00
8529,028-00-00
8530,032-00-00
8531,053-00-00
8532,030-00-00
8533,023-00-00
8534,094-00-00
8535,075-00-00
8536,066-00-00
8537,040-00-00
8538,050-00-00
8539,000-18-00
8540,033-00-00
8541,000-00-00
8542,057-00-00
8543,000-07-00
8544,081-00-00
8545,002-00-00
8546,056-00-00
8547,060-00-00
8548,028-00-00
8549,000-00-00
8550,086-00-00
8551,065-00-00
8552,072-00-00
8553,066-00-00
8554,041-00-00
8555,021-00-00
8556,049-00-00
8557,064-00-00
8558,037-00-00
8559,065-00-00
8560,045-00-00
8561,044-00-00
8562,000-06-00
8563,000-21-00
8564,000-00-00
8565,064-00-00
8566,000-10-00
8567,023-00-00
8568,072-00-00
8569,028-00-00
8570,000-00-01
8571,017-00-00
8572,054-00-00
8573,056-00-00
8574,009-00-00
8575,047-00-00
8576,001-00-00
8577,000-06-00
8578,000-08-00
8579,000-07-00
8580,037-00-00
8581,000-17-00
8582,000-04-00
8583,054-00-00
8584,026-00-00
8585,046-00-00
8586,000-04-00
8587,000-06-00
8588,000-06-00
8589,002-00-00
8590,021-00-00
8591,003-00-00
8592,047-00-00
8593,002-00-00
8594,000-06-00
8595,073-00-00
8596,077-00-00
8597,000-08-00
8598,079-00-00
8599,000-22-00
8600,000-02-00
8601,000-09-00
8602,005-00-00
8603,000-00-06
8604,000-00-06
8605,005-00-00
8606,079-00-00
8607,000-18-00
8608,000-11-00
8609,000-01-00
8610,000-01-00
8611,032-00-00
8612,000-03-00
8613,024-00-00
8614,000-11-00
8615,000-00-00
8616,003-00-00
8617,000-01-00
8618,000-06-00
8619,057-00-00
8620,082-00-00
8621,075-00-00
8622,003-00-00
8623,065-00-00
8624,064-00-00
8625,000-18-00
8626,000-00-00
8627,033-00-00
8628,019-00-00
8629,000-13-00
8630,000-00-14
8631,052-00-00
8632,084-00-00
8633,000-04-00
8634,057-00-00
8635,020-00-00
8636,000-00-00
8637,030-00-00
8638,006-00-00
8639,000-02-00
8640,035-00-00
8641,045-00-00
8642,000-00-00
8643,084-00-00
8644,084-00-00
8645,066-00-00
8646,000-14-00
8647,032-00-00
8648,000-18-00
8649,000-02-00
8650,030-00-00
8651,000-04-00
8652,064-00-00
8653,000-00-09
8654,000-09-00
8655,018-00-00
8656,000-08-00
8657,000-00-00
8658,058-00-00
8659,083-00-00
8660,065-00-00
8661,013-00-00
8662,072-00-00
8663,082-00-00
8664,000-02-00
8665,000-00-00
8666,075-00-00
8667,077-00-00
8668,043-00-00
8669,037-00-00
8670,067-00-00
8671,000-01-00
8672,000-06-00
8673,004-00-00
8674,002-00-00
8675,014-00-00
8676,071-00-00
8677,020-00-00
8678,006-00-00
8679,028-00-00
8680,019-00-00
8681,004-00-00
8682,000-00-00
8683,017-00-00
8684,007-00-00
8685,007-00-00
8686,071-00-00
8687,031-00-00
8688,033-00-00
8689,065-00-00
8690,050-00-00
8691,067-00-00
8692,060-00-00
8693,052-00-00
8694,002-00-00
8695,050-00-00
8696,058-00-00
8697,050-00-00
8698,066-00-00
8699,000-00-14
8700,000-07-00
8701,058-00-00
8702,000-02-00
8703,022-00-00
8704,000-00-00
8705,000-00-00
8706,006-00-00
8707,067-00-00
8708,017-00-00
8709,060-00-00
8710,000-00-00
8711,000-00-14
8712,037-00-00
8713,008-00-00
8714,073-00-00
8715,000-00-00
8716,051-00-00
8717,035-00-00
8718,018-00-00
8719,000-00-16
8720,080-00-00
8721,076-00-00
8722,057-00-00
8723,000-03-00
8724,003-00-00
8725,052-00-00
8726,030-00-00
8727,009-00-00
8728,057-00-00
8729,050-00-00
8730,023-00-00
8731,030-00-00
8732,025-00-00
8733,002-00-00
8734,000-00-00
8735,070-00-00
8736,000-00-00
8737,000-00-00
8738,003-00-00
8739,030-00-00
8740,000-00-00
8741,000-00-00
8742,029-00-00
8743,019-00-00
8744,054-00-00
8745,045-00-00
8746,002-00-00
8747,019-00-00
8748,000-00-00
8749,045-00-00
8750,025-00-00
8751,016-00-00
8752,074-00-00
8753,045-00-00
8754,024-00-00
8755,067-00-00
8756,034-00-00
8757,022-00-00
8758,050-00-00
8759,019-00-00
8760,062-00-00
8761,076-00-00
8762,025-00-00
8763,038-00-00
8764,084-00-00
8765,002-00-00
8766,034-00-00
8767,000-00-00
8768,080-00-00
8769,071-00-00
8770,N
8771,033-00-00
8772,082-00-00
8773,086-00-00
8774,017-00-00
8775,072-00-00
8776,000-02-00
8777,032-00-00
8778,065-00-00
8779,000-10-00
8780,033-00-00
8781,072-00-00
8782,040-00-00
8783,058-00-00
8784,000-00-10
8785,018-00-00
8786,053-00-00
8787,039-00-00
8788,036-00-00
8789,006-00-00
8790,037-00-00
8791,065-00-00
8792,000-00-09
8793,090-00-00
8794,000-00-12
8795,000-00-06
8796,000-08-00
8797,020-00-00
8798,065-00-00
8799,047-00-00
8800,042-00-00
8801,042-00-00
8802,000-03-00
8803,050-00-00
8804,084-00-00
8805,044-00-00
8806,002-00-00
8807,018-00-00
8808,063-00-00
8809,070-00-00
8810,030-00-00
8811,000-17-00
8812,065-00-00
8813,005-00-00
8814,026-00-00
8815,059-00-00
8816,024-00-00
8817,000-00-03
8818,054-00-00
8819,N
8820,040-00-00
8821,035-00-00
8822,058-00-00
8823,021-00-00
8824,043-00-00
8825,000-02-00
8826,063-00-00
8827,070-00-00
8828,004-00-00
8829,000-00-00
8830,037-00-00
8831,072-00-00
8832,034-00-00
8833,052-00-00
8834,042-00-00
8835,003-00-00
8836,000-00-00
8837,045-00-00
8838,000-00-00
8839,000-00-18
8840,023-00-00
8841,059-00-00
8842,000-18-00
8843,080-00-00
8844,003-00-00
8845,030-00-00
8846,060-00-00
8847,043-00-00
8848,056-00-00
8849,089-00-00
8850,058-00-00
8851,080-00-00
8852,052-00-00
8853,048-00-00
8854,000-00-00
8855,033-00-00
8856,007-00-00
8857,000-02-00
8858,080-00-00
8859,030-00-00
8860,080-00-00
8861,059-00-00
8862,028-00-00
8863,050-00-00
8864,038-00-00
8865,017-00-00
8866,052-00-00
8867,002-00-00
8868,075-00-00
8869,018-00-00
8870,035-00-00
8871,026-00-00
8872,031-00-00
8873,030-00-00
8874,032-00-00
8875,075-00-00
8876,050-00-00
8877,024-00-00
8878,000-18-00
8879,065-00-00
8880,045-00-00
8881,059-00-00
8882,042-00-00
8883,040-00-00
8884,000-11-00
8885,000-17-00
8886,050-00-00
8887,029-00-00
8888,038-00-00
8889,065-00-00
8890,003-00-00
8891,024-00-00
8892,025-00-00
8893,063-00-00
8894,000-18-00
8895,007-00-00
8897,037-00-00
8898,020-00-00
8899,000-00-2
8900,000-00-4
8901,020-00-00
8902,028-00-00
8903,077-00-00
8904,064-00-00
8905,033-00-00
8906,060-00-00
8907,050-00-00
8908,000-00-07
8909,043-00-00
8910,060-00-00
8911,000-06-00
8912,089-00-00
8913,000-02-00
8914,043-00-00
8915,000-06-00
8916,060-00-00
8917,060-00-00
8918,N
8919,028-00-00
8920,022-00-00
8921,022-00-00
8922,072-00-00
8923,000-11-00
8924,050-00-00
8925,048-00-00
8926,000-00-08
8927,028-00-00
8928,073-00-00
8929,000-03-00
8930,059-00-00
8931,069-00-00
8932,080-00-00
8933,000-02-00
8934,075-00-00
8935,084-00-00
8936,042-00-00
8937,040-00-00
8938,002-00-00
8939,017-00-00
8940,000-00-21
8941,030-00-00
8942,048-00-00
8943,067-00-00
8944,042-00-00
8945,058-00-00
8946,073-00-00
8947,050-00-00
8948,069-00-00
8949,045-00-00
8950,060-00-00
8951,071-00-00
8952,072-00-00
8953,022-00-00
8954,078-00-00
8955,N
8956,068-00-00
8957,082-00-00
8958,038-00-00
8959,059-00-00
8960,057-00-00
8961,082-00-00
8962,085-00-00
8963,000-00-00
8964,000-00-03
8965,067-00-00
8966,000-00-00
8967,037-00-00
8968,000-00-05
8969,000-14-00
8970,072-00-00
8971,026-00-00
8972,042-00-00
8973,025-00-00
8974,000-00-02
8975,031-00-00
8976,054-00-00
8977,057-00-00
8978,077-00-00
8979,000-00-01
8980,021-00-00
8981,001-00-00
8982,028-00-00
8983,035-00-00
8984,040-00-00
8985,027-00-00
8986,052-00-00
8987,078-00-00
8988,045-00-00
8989,000-00-01
8990,072-00-00
8991,033-00-00
8992,081-00-00
8993,032-00-00
8994,000-22-00
8995,N
8996,050-00-00
8997,078-00-00
8998,000-00-08
8999,001-00-00
9000,046-00-00
9001,050-00-00
9002,000-00-03
9003,040-00-00
9004,024-00-00
9005,007-00-00
9006,000-08-00
9007,029-00-00
9008,061-00-00
9009,000-00-00
9010,083-00-00
9011,000-06-00
9012,048-00-00
9013,016-00-00
9014,000-13-00
9015,054-00-00
9016,037-00-00
9017,033-00-00
9018,051-00-00
9019,000-13-00
9020,019-00-00
9021,015-00-00
9022,000-00-00
9023,035-00-00
9024,058-00-00
9025,000-00-11
9026,080-00-00
9027,000-00-05
9028,000-06-00
9029,002-00-00
9030,058-00-00
9031,028-00-00
9032,063-00-00
9033,035-00-00
9034,053-00-00
9035,045-00-00
9036,059-00-00
9037,035-00-00
9038,022-00-00
9039,000-03-00
9040,000-02-00
9041,068-00-00
9042,030-00-00
9043,076-00-00
9044,041-00-00
9045,074-00-00
9046,053-00-00
9047,077-00-00
9048,057-00-00
9049,024-00-00
