pkoakwood,yearsmonthsdays
14370,026-00-00
14371,019-00-00
14372,N
14373,001-08-15
14374,001-11-24
14375,075-06-10
14376,047-00-00
14377,064-00-00
14378,064-08-18
14379,N
14380,065-00-00
14381,024-10-25
14382,051-10-08
14383,003-00-00
14384,025-00-00
14385,N
14386,052-11-00
14387,079-05-12
14388,049-00-00
14389,030-00-00
14390,025-00-00
14391,025-00-00
14392,076-00-00
14393,072-03-13
14394,031-00-00
14395,023-00-00
14396,065-04-09
14397,N
14398,074-00-04
14399,059-08-24
14400,059-08-24
14401,083-00-00
14402,088-00-00
14403,052-00-00
14404,025-00-00
14405,009-00-00
14406,000-07-00
14407,000-07-00
14408,039-10-06
14409,001-03-17
14410,077-00-00
14411,N
14412,000-04-00
14413,072-00-00
14414,068-00-00
14415,045-00-00
14416,033-00-00
14417,005-03-19
14418,073-09-08
14419,078-00-00
14420,030-00-00
14421,034-11-08
14422,002-03-01
14423,005-07-00
14424,008-11-24
14425,057-07-21
14426,000-00-00
14427,073-10-03
14428,084-00-00
14429,072-00-00
14430,000-00-03
14431,000-00-03
14432,000-10-00
14433,083-06-16
14434,058-00-22
14435,001-11-06
14436,052-00-00
14437,080-08-02
14438,018-06-22
14439,051-00-00
14440,000-00-07
14441,N
14442,N
14443,079-00-00
14444,016-00-00
14445,079-10-08
14446,072-00-00
14447,N
14448,000-00-00
14449,076-05-02
14450,001-03-02
14451,080-03-28
14452,018-09-02
14453,085-00-00
14454,N
14455,N
14456,N
14457,N
14458,050-00-00
14459,053-00-00
14460,076-00-00
14461,072-00-00
14462,001-00-00
14463,058-10-24
14464,007-00-06
14465,048-10-20
14466,050-09-01
14467,076-00-00
14468,081-00-00
14469,046-09-14
14470,069-00-02
14471,081-05-12
14472,023-00-00
14473,081-08-17
14474,032-02-22
14475,032-02-22
14476,027-00-00
14477,015-00-00
14478,074-00-00
14479,038-04-20
14480,062-00-00
14481,000-00-00
14482,018-11-00
14483,021-01-22
14484,000-00-16
14485,N
14486,080-10-19
14487,062-07-28
14488,077-08-11
14489,027-11-11
14490,045-03-06
14491,048-00-00
14492,N
14493,075-08-16
14494,N
14495,080-00-00
14496,089-08-02
14497,021-00-00
14498,000-00-00
14499,078-00-00
14500,051-00-00
14501,N
14502,064-06-26
14503,001-01-10
14504,N
14505,081-00-00
14506,003-02-22
14507,027-00-00
14508,089-00-00
14509,N
14510,N
14511,N
14512,010-10-08
14513,N
14514,041-04-00
14515,022-00-00
14516,000-08-25
14517,083-00-00
14518,037-00-00
14519,000-03-00
14520,003-11-19
14521,000-03-01
14522,077-00-00
14523,000-06-00
14524,105-00-00
14525,065-00-00
14526,018-00-00
14527,N
14528,N
14529,033-00-00
14530,047-00-00
14531,000-06-14
14532,000-10-10
14533,072-04-06
14534,076-00-00
14535,049-00-00
14536,000-06-17
14537,068-07-06
14538,022-00-00
14539,086-10-00
14540,086-03-13
14541,050-00-00
14542,066-01-04
14543,052-00-00
14544,089-03-00
14545,023-00-00
14546,081-00-00
14547,077-00-00
14548,N
14549,000-04-24
14550,016-00-00
14551,040-09-18
14552,000-01-00
14553,018-00-00
14554,072-00-00
14555,061-00-00
14556,051-00-00
14557,001-07-06
14558,000-00-13
14559,097-00-00
14560,N
14568,078-00-00
14569,017-00-00
14570,N
14571,001-02-00
14572,075-00-00
14573,024-00-00
14574,076-11-22
14575,078-00-00
14576,062-00-00
14577,001-06-27
14578,079-00-00
14579,070-00-00
14580,075-00-00
14581,082-00-00
14582,073-00-00
14583,084-00-00
14584,078-00-00
14585,N
14586,048-03-00
14587,012-09-22
14588,041-00-00
14589,081-00-00
14590,056-05-09
14591,019-00-00
14592,042-00-00
14593,044-00-00
14594,000-05-02
14595,042-11-21
14596,051-00-00
14597,048-00-13
14598,005-00-00
14599,062-00-00
14600,058-04-28
14601,000-00-12
14602,033-02-12
14603,070-00-00
14604,065-00-00
14605,000-03-24
14606,083-00-00
14607,076-07-07
14608,000-00-05
14609,072-00-00
14610,022-05-12
14611,027-00-00
14612,001-07-23
14613,080-00-00
14614,074-00-00
14615,085-07-04
14616,067-00-00
14617,021-00-00
14618,000-04-20
14619,075-00-00
14620,N
14621,025-00-00
14623,000-01-08
14624,11/4/00
14625,055-00-00
14626,048-00-00
14627,058-11-13
14628,047-00-00
14629,065-00-00
14630,045-02-28
14631,000-00-00
14632,N
14633,N
14634,N
14635,079-00-00
14636,072-00-00
14637,083-07-02
14638,070-00-00
14639,001-04-00
14640,041-11-00
14641,077-00-00
14642,000-00-00
14643,084-07-29
14644,074-00-00
14645,072-02-00
14646,050-00-00
14647,056-04-16
14648,074-00-00
14649,N
14650,N
14651,N
14652,N
14653,N
14654,077-00-00
14655,036-10-29
14656,076-00-00
14657,058-00-00
14658,089-01-00
14659,052-02-19
14660,051-00-00
14661,070-00-00
14662,047-00-00
14663,069-05-15
14664,041-11-26
14665,059-00-00
14666,044-03-28
14667,052-00-00
14668,052-00-00
14669,075-00-00
14670,064-00-00
14671,021-06-25
14672,049-10-17
14673,025-04-17
14674,083-00-00
14675,044-03-19
14676,N
14677,000-00-00
14678,056-09-21
14679,025-07-17
14680,045-00-00
14681,M
14682,031-00-00
14683,050-10-26
14684,037-04-16
14685,017-00-00
14686,055-00-00
14687,002-00-00
14688,018-00-00
14689,068-00-00
14690,000-04-22
14691,060-00-00
14692,046-03-29
14693,031-00-00
14694,071-11-20
14695,076-00-00
14696,000-08-00
14697,000-05-17
14698,036-00-00
14699,064-04-02
14700,000-00-00
14701,000-00-00
14702,061-09-24
14703,001-11-19
14704,049-09-00
14705,034-10-00
14706,035-05-10
14707,000-00-00
14708,081-00-00
14709,071-00-00
14710,090-00-00
14711,N
14712,001-00-25
14713,032-00-00
14714,040-00-00
14715,046-00-00
14716,045-00-00
14717,081-00-00
14718,077-00-00
14719,032-05-17
14720,071-00-00
14721,066-00-00
14722,030-00-00
14723,023-00-00
14724,065-00-00
14725,035-00-00
14726,027-00-00
14727,082-00-00
14728,000-00-16
14729,063-02-05
14730,045-00-00
14731,000-00-28
14732,041-07-26
14733,012-01-24
14734,041-07-26
14735,087-07-10
14736,019-00-00
14737,090-00-00
14738,031-00-00
14739,004-08-16
14740,003-01-14
14741,024-06-28
14742,030-00-00
14743,046-00-22
14744,076-00-00
14745,013-04-00
14746,078-09-21
14747,018-10-07
14748,076-00-00
14749,019-00-00
14750,047-06-12
14751,022-07-24
14752,N
14753,085-00-16
14754,027-00-00
14755,N
14756,034-00-00
14757,047-00-00
14758,058-00-00
14759,033-02-15
14760,035-01-15
14761,N
14762,022-00-00
14763,000-05-14
14764,093-05-05
14765,085-11-19
14766,027-04-01
14767,017-10-07
14768,076-00-00
14769,080-05-00
14770,057-05-07
14771,000-03-06
14772,N
14773,068-05-15
14774,037-11-22
14775,060-11-09
14776,005-02-01
14777,065-00-00
14778,027-01-03
14779,042-00-00
14780,025-00-00
14781,070-00-00
14782,035-05-16
14783,028-02-14
14784,026-00-00
14785,079-11-04
14786,000-00-00
14787,037-08-05
14788,025-00-00
14789,054-07-06
14790,045-05-12
14791,025-11-00
14792,024-00-00
14793,000-06-00
14794,073-00-00
14795,068-00-00
14796,003-07-11
14797,000-00-00
14798,034-00-00
14799,002-00-00
14800,081-00-00
14801,031-00-00
14802,036-02-14
14803,N
14804,046-11-20
14805,004-03-29
14806,082-00-00
14807,086-00-00
14808,045-00-00
14809,077-01-08
14810,076-05-19
14811,079-00-00
14812,026-11-14
14813,032-09-08
14814,034-08-17
14815,4507
14816,050-03-25
14817,071-05-19
14820,081-04-28
14821,N
14822,000-00-00
14827,N
14829,081-04-28
14831,N
14832,N
14834,N
14838,N
14839,N
14845,N
14847,N
14848,N
14849,N
14850,057-00-00
14851,019-11-07
14852,N
14853,N
14854,N
14855,N
14856,N
14857,N
14858,N
14859,N
14860,N
14861,N
14862,N
14863,N
14864,N
14865,N
14866,N
14867,N
14868,N
14869,N
14870,N
14871,N
14872,N
14873,N
14874,N
14875,N
14876,N
14877,N
14878,N
14879,N
14880,N
14881,N
14882,N
14883,N
14884,N
14885,N
14886,N
14887,N
14888,N
14889,N
14890,N
14891,000-00-00
14892,N
14893,N
14894,N
14895,N
14896,N
14897,N
14898,N
14899,N
14900,N
14901,N
14902,N
14903,N
14904,021-00-00
14905,N
14906,053-00-00
14907,N
14908,N
14909,043-01-16
14910,030-00-00
14911,076-00-00
14912,027-00-00
14913,043-01-07
14914,077-00-04
14915,048-01-29
14916,000-00-00
14917,079-00-00
14918,079-00-00
14919,090-00-00
14920,073-04-25
14921,032-08-28
14922,078-00-00
14923,012-01-01
14924,022-08-11
14925,049-00-00
14926,075-00-00
14927,004-00-00
14928,032-00-00
14929,005-00-00
14930,030-03-08
14931,080-00-00
14932,078-00-00
14933,062-01-01
14934,000-01-09
14935,069-00-00
14936,044-07-17
14937,025-00-00
14938,087-01-01
14939,038-00-08
14940,087-03-11
14941,002-01-24
14942,090-00-03
14943,048-05-13
14944,000-00-01
14945,000-00-01
14946,060-00-00
14947,039-08-01
14948,022-01-04
14949,092-00-00
14950,074-01-14
14951,070-00-00
14952,018-05-15
14953,079-00-00
14954,N
14955,042-02-15
14956,023-04-19
14957,027-03-04
14958,026-09-03
14959,016-04-00
14960,078-00-00
14961,000-00-00
14962,025-15-08
14963,045-01-11
14964,091-00-00
14965,075-00-00
14966,055-00-00
14967,078-04-23
14968,072-04-03
14969,075-00-29
14970,075-00-29
14971,047-00-00
14972,020-10-19
14973,049-00-00
14974,N
14975,N
14976,N
14977,N
14978,N
14979,N
14980,N
14981,074-08-17
14982,070-00-00
14983,085-00-00
14984,000-00-01
14985,071-06-14
14986,083-11-00
14987,065-00-00
14988,000-00-00
14989,030-00-00
14990,053-00-00
14991,033-08-11
14992,045-00-00
14993,027-00-00
14994,000-00-00
14995,N
14996,080-06-29
14997,027-00-00
14998,000-01-24
14999,078-06-13
15000,001-04-00
15001,044-11-29
15002,084-00-00
15003,N
15004,059-00-23
15005,059-00-00
15006,074-05-12
15007,083-00-00
15008,051-11-17
15009,076-00-08
15010,000-01-26
15011,074-11-29
15012,075-04-24
15013,078-00-00
15014,073-07-27
15015,N
15016,042-11-13
15017,068-00-26
15018,041-00-00
15019,041-10-28
15020,074-04-19
15021,030-02-00
15022,056-08-07
15023,074-00-00
15024,077-09-00
15025,046-05-12
15026,005-00-00
15027,042-11-03
15028,054-05-06
15029,088-10-27
15030,020-00-00
15031,086-01-24
15032,N
15033,086-00-00
15034,077-00-00
15035,036-00-00
15036,049-09-13
15037,003-03-23
15038,070-07-28
15039,020-06-05
15040,070-01-05
15041,077-00-00
15042,000-00-00
15043,N
15044,000-00-00
15045,087-00-00
15046,088-00-00
15047,059-11-14
15048,082-05-23
15049,019-06-04
15050,069-00-00
15051,053-00-00
15052,077-00-00
15053,027-05-10
15054,074-00-00
15055,N
15056,N
15057,N
15058,055-10-25
15059,076-00-00
15060,041-00-00
15061,049-10-26
15062,002-04-21
15063,014-00-00
15064,066-06-26
15065,043-00-00
15066,047-00-00
15067,076-00-19
15068,034-06-21
15069,018-00-00
15070,067-10-19
15071,073-00-00
15072,070-01-26
15073,N
15074,066-10-27
15075,052-08-20
15076,010-07-16
15077,024-01-28
15078,072-06-22
15079,000-06-00
15080,037-07-09
15081,054-00-00
15082,001-02-26
15083,003-09-10
15084,000-07-21
15085,050-00-00
15086,000-01-24
15087,015-07-17
15088,075-00-00
15089,064-00-00
15090,061-07-05
15091,000-00-00
15092,000-00-00
15093,001-03-00
15094,067-07-06
15095,056-10-01
15096,057-11-24
15097,004-01-04
15098,021-11-30
15099,056-11-06
15100,031-04-01
15101,000-00-11
15102,000-00-00
15103,085-00-00
15104,040-00-00
15105,069-00-00
15106,019-00-00
15107,074-00-00
15108,019-00-00
15109,011-00-00
15110,057-00-00
15111,N
15112,086-00-00
15113,083-00-00
15114,078-00-00
15115,000-21-14
15116,076-08-01
15117,N
15118,N
15119,076-00-00
15120,089-00-00
15121,043-03-19
15122,011-00-00
15123,075-00-00
15124,086-00-00
15125,077-00-00
15126,079-00-00
15127,076-00-00
15128,027-00-00
15129,000-00-08
15130,072-00-00
15131,082-07-17
15132,011-00-00
15133,N
15134,073-07-28
15135,033-06-26
15136,011-04-08
15137,N
15138,079-00-00
15139,000-00-00
15140,058-01-01
15141,081-07-00
15142,035-06-05
15143,053-08-07
15144,085-00-00
15145,N
15146,069-01-12
15147,000-00-00
15148,075-00-00
15149,N
15150,N
15151,000-00-00
15152,062-07-20
15153,019-05-22
15154,000-00-00
15155,085-10-05
15156,086-00-00
15157,030-00-00
15158,025-00-00
15159,079-00-00
15160,036-03-25
15161,073-11-02
15162,050-00-00
15163,085-00-00
15164,076-00-00
15165,040-00-00
15166,N
15167,074-06-10
15168,020-09-00
15169,037-07-19
15170,070-02-26
15171,011-00-00
15172,025-09-15
15173,N
15174,025-00-00
15175,028-00-00
15176,055-00-00
15177,083-00-00
15178,N
15179,022-00-23
15180,052-07-11
15181,074-02-08
15182,089-00-00
15183,058-00-00
15184,066-00-00
15185,006-04-20
15186,065-04-26
15187,031-00-00
15188,045-00-00
15189,070-10-03
15190,000-00-00
15191,000-00-00
15192,000-00-00
15193,064-10-15
15194,067-10-04
15195,078-00-00
15196,004-09-15
15197,075-00-00
15198,000-00-00
15199,081-00-17
15200,041-04-16
15201,N
15202,014-00-00
15203,049-00-00
15204,024-00-00
15205,000-02-00
15206,069-00-21
15207,059-00-00
15208,083-00-00
15209,065-00-00
15210,000-00-05
15211,000-00-00
15212,000-00-00
15213,086-02-26
15214,000-00-00
15215,000-04-11
15216,075-05-07
15217,032-00-00
15218,N
15219,078-00-00
15220,052-10-05
15221,058-05-21
15222,084-00-00
15223,055-00-00
15224,024-06-15
15225,054-00-10
15226,025-04-09
15227,081-00-00
15228,011-00-0
15229,000-06-15
15230,040-00-00
15231,000-00-00
15232,060-00-00
15233,058-08-06
15234,000-00-00
15235,085-00-00
15236,060-11-00
15237,091-00-00
15238,069-06-23
15239,073-00-00
15240,050-08-28
15241,063-00-00
15242,078-00-00
15243,079-05-00
15244,048-00-11
15245,N
15246,052-09-18
15247,064-11-18
15248,086-00-10
15249,050-00-24
15250,027-07-22
15251,065-00-00
15252,022-09-15
15253,000-00-00
15254,079-00-00
15255,042-00-00
15256,000-01-00
15257,004-07-27
15258,030-04-04
15259,071-00-00
15260,027-07-29
15261,N
15262,078-02-20
15263,044-00-00
15264,008-00-00
15265,049-10-10
15266,086-00-00
15267,029-05-21
15268,085-11-06
15269,067-06-24
15270,077-00-00
15271,000-00-00
15272,038-02-02
15273,029-07-11
15274,000-00-00
15275,041-11-00
15276,N
15277,072-09-20
15278,072-07-07
15279,090-00-00
15280,000-03-00
15281,030-11-22
15282,003-11-08
15283,022-00-00
15284,018-05-00
15285,069-07-25
15286,090-00-00
15287,078-05-14
15288,038-00-00
15289,039-08-01
15290,071-01-07
15291,068-01-14
15292,N
15293,063-03-00
15294,023-00-00
15295,065-00-00
15296,057-00-00
15297,001-04-01
15298,056-11-21
15299,060-00-00
15300,080-00-00
15301,055-00-00
15302,012-07-08
15303,028-00-00
15304,000-00-19
15305,004-06-17
15306,000-02-19
15307,027-09-17
15308,034-09-18
15310,036-06-00
15311,002-01-28
15312,000-00-12
15313,066-00-00
15315,040-00-00
15316,044-00-00
15317,026-11-04
15318,013-05-03
15319,N
15320,089-00-00
15321,076-08-00
15322,045-00-00
15323,073-08-27
15324,075-00-00
15325,015-10-09
15326,073-07-23
15327,000-00-23
15329,048-00-00
15330,062-01-19
15331,061-00-00
15332,077-06-16
15333,065-00-12
15334,065-00-12
15335,002-00-00
15336,N
15337,084-00-00
15338,067-03-06
15339,045-00-00
15340,N
15341,091-00-00
15342,054-03-14
15343,078-09-04
15344,068-00-00
15345,084-09-14
15346,N
15347,049-04-02
15348,002-11-04
15349,078-00-00
15350,N
15351,N
15352,N
15353,076-00-00
15354,032-00-00
15355,052-00-00
15356,070-00-00
15357,037-00-00
15358,073-00-00
15359,080-00-00
15360,018-00-00
15361,000-00-00
15362,000-03-00
15363,000-00-02
15364,082-00-00
15365,078-00-00
15366,074-00-00
15367,045-00-00
15368,070-00-00
15369,035-00-00
15370,024-00-00
15371,016-00-00
15372,002-07-03
15373,000-00-00
15374,047-00-00
15375,087-07-29
15376,000-00-00
15377,071-02-24
15379,061-00-00
15380,000-07-10
15381,053-00-00
15382,078-00-00
15383,000-00-02
15384,082-00-00
15385,077-00-00
15386,000-00-00
15387,000-00-00
15388,084-01-27
15389,054-00-00
15390,029-04-10
15391,N
15392,066-03-06
15393,026-00-00
15394,000-00-00
15395,000-00-13
15396,016-18-08
15397,084-00-00
15398,004-09-24
15399,005-00-00
15400,000-00-00
15401,000-07-00
15402,059-02-20
15403,062-02-19
15404,039-00-00
15405,069-09-11
15406,040-00-00
15407,057-07-25
15408,081-03-21
15409,075-04-07
15410,065-00-00
15411,N
15412,N
15413,N
15414,N
15415,N
15416,N
15417,042-11-21
15418,039-00-00
15419,084-00-00
15420,077-00-00
15421,088-00-00
15422,000-00-13
15423,070-03-12
15424,000-04-27
15425,070-00-00
15426,068-01-15
15427,048-00-00
15428,003-00-00
15429,079-00-00
15430,001-10-13
15431,071-08-21
15432,001-09-29
15433,N
15434,067-08-21
15435,065-00-00
15436,072-00-00
15437,025-05-20
15438,068-00-00
15439,050-00-00
15440,000-05-00
15441,060-00-00
15442,088-00-00
15443,050-06-00
15444,042-05-10
15445,001-08-00
15446,024-02-10
15447,082-00-00
15448,032-00-00
15449,066-00-00
15450,032-00-00
15451,013-01-00
15452,079-02-20
15453,081-00-00
15454,081-00-00
15456,080-00-00
15457,017-00-00
15458,017-00-00
15459,087-08-15
15460,074-00-00
15461,042-11-06
15462,076-07-29
15463,060-11-20
15464,091-00-00
15465,049-00-00
15466,060-00-00
15467,037-07-09
15468,79
15469,080-00-00
15471,083-06-05
15472,036-08-17
15473,062-00-00
15474,053-07-26
15475,060-00-00
15476,079-00-00
15477,072-00-00
15478,N
15479,000-00-00
15480,N
15481,062-09-23
15482,076-00-00
15483,082-00-00
15484,050-22-8
15485,N
15486,081-00-00
15487,060-00-00
15488,000-00-00
15489,056-00-00
15490,016-00-00
15491,000-00-00
15492,052-00-00
15493,013-00-00
15494,060-00-00
15495,050-00-00
15496,052-00-00
15497,090-00-00
15498,034-06-00
15499,083-00-00
15500,040-08-23
15501,023-06-07
15502,065-00-00
15503,068-00-00
15504,078-00-00
15505,058-00-00
15506,079-09-08
15507,058-00-00
15508,073-07-07
15509,000-00-00
15510,019-08-10
15511,000-11-02
15512,035-00-00
15513,082-00-00
15514,090-00-00
15515,043-09-25
15516,002-00-00
15517,054-00-00
15518,000-00-00
15519,061/021
15520,000-50-40
15521,N
15522,N
15523,066-00-00
15524,067-06-14
15525,N
15526,075-04-04
15527,019-00-00
15528,086-00-00
15529,N
15530,070-00-00
15531,048-08-05
15532,001-01-00
15533,016-00-00
15534,000-00-00
15535,081-00-00
15536,088-00-00
15537,000-00-00
15538,028-00-00
15539,067-00-00
15540,000-11-24
15541,068-00-25
15542,033-10-23
15543,046-07-25
15544,088-00-00
15545,028-00-00
15546,056-09-14
15547,095-00-00
15548,023-00-00
15549,N
15550,061-04-24
15551,N
15552,034-00-00
15553,035-00-00
15554,002-09-00
15555,006-06-00
15556,024-00-00
15557,083-00-00
15558,087-00-00
15559,069-03-05
15560,076-00-00
15561,N
15562,042-00-00
15563,075-08-23
15564,000-05-00
15565,046-03-21
15566,010-00-00
15567,054-00-00
15568,078-00-00
15569,009-09-09
15570,061-01-04
15571,062-00-00
15572,042-00-00
15573,006-00-00
15574,000-00-00
15575,074-00-00
15576,078-00-00
15577,030-00-00
15578,006-00-00
15579,085-00-00
15580,050-00-0
15581,000-07-00
